i,t,m,j,Expenditure
1010700116081,2015-16,Tigray,Coffee,25
1010700116081,2015-16,Tigray,Horsebeans,90
1010700116081,2015-16,Tigray,Injera,40
1010700116081,2015-16,Tigray,Kariya,10
1010700116081,2015-16,Tigray,Leafy Greens,5
1010700116081,2015-16,Tigray,Lentils,90
1010700116081,2015-16,Tigray,Maize,30
1010700116081,2015-16,Tigray,Oils,35
1010700116081,2015-16,Tigray,Onion,28
1010700116081,2015-16,Tigray,Salt,2
1010700116081,2015-16,Tigray,Sorghum,30
1010700116081,2015-16,Tigray,Sugar,20
1010700116081,2015-16,Tigray,Tea,7
1010700116081,2015-16,Tigray,Teff,105
1010700116081,2015-16,Tigray,Tomato,24
1010700116104,2015-16,Tigray,Berbere,20
1010700116104,2015-16,Tigray,Bread/biscuit,8.25
1010700116104,2015-16,Tigray,Chick Pea,36
1010700116104,2015-16,Tigray,Coffee,40
1010700116104,2015-16,Tigray,Leafy Greens,12
1010700116104,2015-16,Tigray,Oils,25
1010700116104,2015-16,Tigray,Onion,20
1010700116104,2015-16,Tigray,Potato,36
1010700116104,2015-16,Tigray,Salt,7
1010700116104,2015-16,Tigray,Soda,30
1010700116104,2015-16,Tigray,Sorghum,30
1010700116104,2015-16,Tigray,Sugar,20
1010700116104,2015-16,Tigray,Tea,2
1010700116104,2015-16,Tigray,Teff,36
1010700116104,2015-16,Tigray,Tomato,10
1010700116104,2015-16,Tigray,Wheat,24
1010700116127,2015-16,Tigray,Berbere,20
1010700116127,2015-16,Tigray,Bread/biscuit,18
1010700116127,2015-16,Tigray,Eggs,17.5
1010700116127,2015-16,Tigray,Field Pea,46
1010700116127,2015-16,Tigray,Kariya,10
1010700116127,2015-16,Tigray,Leafy Greens,6
1010700116127,2015-16,Tigray,Lentils,52
1010700116127,2015-16,Tigray,Milk,14
1010700116127,2015-16,Tigray,Oils,40
1010700116127,2015-16,Tigray,Onion,28
1010700116127,2015-16,Tigray,Pasta/Macaroni,13
1010700116127,2015-16,Tigray,Salt,3
1010700116127,2015-16,Tigray,Soda,40
1010700116127,2015-16,Tigray,Sugar,11
1010700116127,2015-16,Tigray,Tea,15
1010700116127,2015-16,Tigray,Teff,170
1010700116127,2015-16,Tigray,Tomato,10
1010700116150,2015-16,Tigray,Berbere,10
1010700116150,2015-16,Tigray,Butter/ghee,50
1010700116150,2015-16,Tigray,Goat & mutton meat,20
1010700116150,2015-16,Tigray,Injera,70
1010700116150,2015-16,Tigray,Niger Seed,10
1010700116150,2015-16,Tigray,Onion,12
1010700116150,2015-16,Tigray,Salt,1
1010700116150,2015-16,Tigray,Soda,20
1010700116150,2015-16,Tigray,Sugar,5
1010700116150,2015-16,Tigray,Tea,3
1010700116150,2015-16,Tigray,Tomato,5
1010700116173,2015-16,Tigray,Berbere,20
1010700116173,2015-16,Tigray,Coffee,20
1010700116173,2015-16,Tigray,Field Pea,56
1010700116173,2015-16,Tigray,Goat & mutton meat,100
1010700116173,2015-16,Tigray,Kariya,5
1010700116173,2015-16,Tigray,Lentils,48
1010700116173,2015-16,Tigray,Maize,40
1010700116173,2015-16,Tigray,Milk,12
1010700116173,2015-16,Tigray,Oils,24
1010700116173,2015-16,Tigray,Onion,24
1010700116173,2015-16,Tigray,Pasta/Macaroni,24
1010700116173,2015-16,Tigray,Salt,2
1010700116173,2015-16,Tigray,Sugar,20
1010700116173,2015-16,Tigray,Teff,180
1010700116173,2015-16,Tigray,Tomato,20
1010700116196,2015-16,Tigray,Berbere,20
1010700116196,2015-16,Tigray,Bread/biscuit,6
1010700116196,2015-16,Tigray,Coffee,20
1010700116196,2015-16,Tigray,Horsebeans,24
1010700116196,2015-16,Tigray,Oils,35
1010700116196,2015-16,Tigray,Onion,20
1010700116196,2015-16,Tigray,Potato,15
1010700116196,2015-16,Tigray,Salt,3
1010700116196,2015-16,Tigray,Sugar,10
1010700116196,2015-16,Tigray,Teff,128
1010700116196,2015-16,Tigray,Tomato,12
1010700116219,2015-16,Tigray,Berbere,15
1010700116219,2015-16,Tigray,Bread/biscuit,4.5
1010700116219,2015-16,Tigray,Goat & mutton meat,40
1010700116219,2015-16,Tigray,Kariya,5
1010700116219,2015-16,Tigray,Lentils,40
1010700116219,2015-16,Tigray,Oils,3
1010700116219,2015-16,Tigray,Onion,12
1010700116219,2015-16,Tigray,Other fruit,15
1010700116219,2015-16,Tigray,Pasta/Macaroni,10
1010700116219,2015-16,Tigray,Salt,2
1010700116219,2015-16,Tigray,Sugar,5
1010700116219,2015-16,Tigray,Tea,5
1010700116219,2015-16,Tigray,Teff,30
1010700116219,2015-16,Tigray,Tomato,12
1010700116242,2015-16,Tigray,Banana,12
1010700116242,2015-16,Tigray,Berbere,20
1010700116242,2015-16,Tigray,Bread/biscuit,15
1010700116242,2015-16,Tigray,Coffee,20
1010700116242,2015-16,Tigray,Field Pea,28
1010700116242,2015-16,Tigray,Goat & mutton meat,
1010700116242,2015-16,Tigray,Kariya,2
1010700116242,2015-16,Tigray,Leafy Greens,5
1010700116242,2015-16,Tigray,Milk,14
1010700116242,2015-16,Tigray,Oils,25
1010700116242,2015-16,Tigray,Onion,12
1010700116242,2015-16,Tigray,Salt,2.5
1010700116242,2015-16,Tigray,Sorghum,24
1010700116242,2015-16,Tigray,Sugar,20
1010700116242,2015-16,Tigray,Tea,1.5
1010700116242,2015-16,Tigray,Teff,90
1010700116242,2015-16,Tigray,Tella,
1010700116242,2015-16,Tigray,Tomato,10
1010700116265,2015-16,Tigray,Banana,4
1010700116265,2015-16,Tigray,Berbere,14
1010700116265,2015-16,Tigray,Coffee,8
1010700116265,2015-16,Tigray,Field Pea,13.5
1010700116265,2015-16,Tigray,Goat & mutton meat,50
1010700116265,2015-16,Tigray,Injera,10
1010700116265,2015-16,Tigray,Kariya,1
1010700116265,2015-16,Tigray,Milk,21
1010700116265,2015-16,Tigray,Oils,36
1010700116265,2015-16,Tigray,Onion,12
1010700116265,2015-16,Tigray,Potato,8
1010700116265,2015-16,Tigray,Salt,0.75
1010700116265,2015-16,Tigray,Soda,40
1010700116265,2015-16,Tigray,Sugar,2.5
1010700116265,2015-16,Tigray,Tomato,10
1010700116288,2015-16,Tigray,Berbere,20
1010700116288,2015-16,Tigray,Coffee,40
1010700116288,2015-16,Tigray,Field Pea,7
1010700116288,2015-16,Tigray,Oils,25
1010700116288,2015-16,Tigray,Onion,24
1010700116288,2015-16,Tigray,Salt,2
1010700116288,2015-16,Tigray,Sugar,10
1010700116288,2015-16,Tigray,Teff,100
1010700116288,2015-16,Tigray,Tomato,10
1010700116311,2015-16,Tigray,Beer,144
1010700116311,2015-16,Tigray,Berbere,20
1010700116311,2015-16,Tigray,Bread/biscuit,3.75
1010700116311,2015-16,Tigray,Chick Pea,6
1010700116311,2015-16,Tigray,Lentils,13
1010700116311,2015-16,Tigray,Oils,12.5
1010700116311,2015-16,Tigray,Onion,5
1010700116311,2015-16,Tigray,Salt,1
1010700116311,2015-16,Tigray,Soda,30
1010700116311,2015-16,Tigray,Teff,45
1010700116311,2015-16,Tigray,Tella,8
1010700116311,2015-16,Tigray,Tomato,6
1010700116334,2015-16,Tigray,Berbere,15
1010700116334,2015-16,Tigray,Bread/biscuit,4
1010700116334,2015-16,Tigray,Coffee,20
1010700116334,2015-16,Tigray,Oils,25
1010700116334,2015-16,Tigray,Onion,34
1010700116334,2015-16,Tigray,Potato,10
1010700116334,2015-16,Tigray,Sugar,24
1010700116334,2015-16,Tigray,Tea,4
1010700116334,2015-16,Tigray,Teff,200
1010700116334,2015-16,Tigray,Tomato,30
1020100207002,2015-16,Tigray,Berbere,40
1020100207002,2015-16,Tigray,Coffee,45
1020100207002,2015-16,Tigray,Oils,20
1020100207002,2015-16,Tigray,Onion,10
1020100207002,2015-16,Tigray,Salt,2
1020100207002,2015-16,Tigray,Sugar,12
1020100207012,2015-16,Tigray,Beef,64
1020100207012,2015-16,Tigray,Berbere,25
1020100207012,2015-16,Tigray,Coffee,45
1020100207012,2015-16,Tigray,Field Pea,15
1020100207012,2015-16,Tigray,Oils,10
1020100207012,2015-16,Tigray,Onion,12
1020100207012,2015-16,Tigray,Salt,2
1020100207012,2015-16,Tigray,Sugar,12
1020100207017,2015-16,Tigray,Berbere,25
1020100207017,2015-16,Tigray,Salt,1
1020100207017,2015-16,Tigray,Sugar,12
1020100207027,2015-16,Tigray,Beef,150
1020100207027,2015-16,Tigray,Berbere,40
1020100207027,2015-16,Tigray,Chick Pea,15
1020100207027,2015-16,Tigray,Coffee,90
1020100207027,2015-16,Tigray,Oils,20
1020100207027,2015-16,Tigray,Onion,20
1020100207027,2015-16,Tigray,Salt,2
1020100207027,2015-16,Tigray,Sugar,12
1020100207047,2015-16,Tigray,Berbere,20
1020100207047,2015-16,Tigray,Eggs,10
1020100207047,2015-16,Tigray,Salt,25
1020100207047,2015-16,Tigray,Sugar,2
1020100207062,2015-16,Tigray,Berbere,25
1020100207062,2015-16,Tigray,Coffee,25
1020100207062,2015-16,Tigray,Oils,10
1020100207062,2015-16,Tigray,Onion,10
1020100207062,2015-16,Tigray,Salt,1
1020100207062,2015-16,Tigray,Sugar,8
1020100207077,2015-16,Tigray,Berbere,25
1020100207077,2015-16,Tigray,Butter/ghee,24
1020100207077,2015-16,Tigray,Coffee,80
1020100207077,2015-16,Tigray,Salt,3
1020100207077,2015-16,Tigray,Sugar,20
1020100207092,2015-16,Tigray,Berbere,40
1020100207092,2015-16,Tigray,Chick Pea,15
1020100207092,2015-16,Tigray,Coffee,45
1020100207092,2015-16,Tigray,Oils,10
1020100207092,2015-16,Tigray,Onion,24
1020100207092,2015-16,Tigray,Salt,1
1020100207092,2015-16,Tigray,Sugar,12
1020100207107,2015-16,Tigray,Beef,200
1020100207107,2015-16,Tigray,Berbere,40
1020100207107,2015-16,Tigray,Chick Pea,15
1020100207107,2015-16,Tigray,Coffee,45
1020100207107,2015-16,Tigray,Oils,10
1020100207107,2015-16,Tigray,Onion,12
1020100207107,2015-16,Tigray,Salt,2
1020100207107,2015-16,Tigray,Sugar,12
1020100207122,2015-16,Tigray,Beef,45
1020100207122,2015-16,Tigray,Berbere,21
1020100207122,2015-16,Tigray,Coffee,25
1020100207122,2015-16,Tigray,Salt,2
1020100207122,2015-16,Tigray,Sugar,12
1020100207137,2015-16,Tigray,Berbere,40
1020100207137,2015-16,Tigray,Coffee,25
1020100207137,2015-16,Tigray,Oils,10
1020100207137,2015-16,Tigray,Onion,12
1020100207137,2015-16,Tigray,Salt,2
1020100207137,2015-16,Tigray,Sugar,8
1020200107008,2015-16,Tigray,Berbere,25
1020200107008,2015-16,Tigray,Coffee,
1020200107008,2015-16,Tigray,Horsebeans,38
1020200107008,2015-16,Tigray,Onion,5
1020200107008,2015-16,Tigray,Tomato,4
1020200107008,2015-16,Tigray,Wheat,110
1020200107034,2015-16,Tigray,Banana,16
1020200107034,2015-16,Tigray,Berbere,17.5
1020200107034,2015-16,Tigray,Coffee,50
1020200107034,2015-16,Tigray,Eggs,1
1020200107034,2015-16,Tigray,Field Pea,100
1020200107034,2015-16,Tigray,Goat & mutton meat,700
1020200107034,2015-16,Tigray,Kariya,12.5
1020200107034,2015-16,Tigray,Leafy Greens,10
1020200107034,2015-16,Tigray,Milk,30
1020200107034,2015-16,Tigray,Oils,31.25
1020200107034,2015-16,Tigray,Onion,30
1020200107034,2015-16,Tigray,Potato,20
1020200107034,2015-16,Tigray,Poultry,150
1020200107034,2015-16,Tigray,Salt,2
1020200107034,2015-16,Tigray,Soda,72
1020200107034,2015-16,Tigray,Sorghum,80
1020200107034,2015-16,Tigray,Sugar,20
1020200107034,2015-16,Tigray,Tea,2
1020200107034,2015-16,Tigray,Teff,150
1020200107034,2015-16,Tigray,Tomato,20
1020200107034,2015-16,Tigray,Wheat,67.5
1020200107047,2015-16,Tigray,Beer,168
1020200107047,2015-16,Tigray,Berbere,12.5
1020200107047,2015-16,Tigray,Chick Pea,11.97
1020200107047,2015-16,Tigray,Coffee,22.5
1020200107047,2015-16,Tigray,Goat & mutton meat,600
1020200107047,2015-16,Tigray,Horsebeans,11.97
1020200107047,2015-16,Tigray,Milk,30
1020200107047,2015-16,Tigray,Oils,10
1020200107047,2015-16,Tigray,Onion,24
1020200107047,2015-16,Tigray,Potato,8
1020200107047,2015-16,Tigray,Salt,7
1020200107047,2015-16,Tigray,Soda,60
1020200107047,2015-16,Tigray,Sorghum,14.6
1020200107047,2015-16,Tigray,Sugar,20
1020200107047,2015-16,Tigray,Teff,54.17
1020200107047,2015-16,Tigray,Tella,7.5
1020200107047,2015-16,Tigray,Tomato,15
1020200107073,2015-16,Tigray,Berbere,114
1020200107073,2015-16,Tigray,Chick Pea,38
1020200107073,2015-16,Tigray,Coffee,45
1020200107073,2015-16,Tigray,Eggs,12.5
1020200107073,2015-16,Tigray,Horsebeans,38
1020200107073,2015-16,Tigray,Kariya,5
1020200107073,2015-16,Tigray,Leafy Greens,2
1020200107073,2015-16,Tigray,Lentils,48
1020200107073,2015-16,Tigray,Oils,10
1020200107073,2015-16,Tigray,Onion,12
1020200107073,2015-16,Tigray,Potato,10
1020200107073,2015-16,Tigray,Salt,1.75
1020200107073,2015-16,Tigray,Sorghum,15
1020200107073,2015-16,Tigray,Sugar,5
1020200107073,2015-16,Tigray,Teff,100
1020200107073,2015-16,Tigray,Tomato,10
1020200107073,2015-16,Tigray,Wheat,20
1020200107086,2015-16,Tigray,Beef,25
1020200107086,2015-16,Tigray,Berbere,13.75
1020200107086,2015-16,Tigray,Coffee,50
1020200107086,2015-16,Tigray,Horsebeans,50
1020200107086,2015-16,Tigray,Kariya,10
1020200107086,2015-16,Tigray,Leafy Greens,10
1020200107086,2015-16,Tigray,Onion,12
1020200107086,2015-16,Tigray,Salt,7
1020200107086,2015-16,Tigray,Sorghum,175
1020200107086,2015-16,Tigray,Sugar,20
1020200107086,2015-16,Tigray,Tomato,10
1020200107099,2015-16,Tigray,Berbere,50
1020200107099,2015-16,Tigray,Coffee,25
1020200107099,2015-16,Tigray,Eggs,18
1020200107099,2015-16,Tigray,Horsebeans,20
1020200107099,2015-16,Tigray,Kariya,5
1020200107099,2015-16,Tigray,Leafy Greens,9
1020200107099,2015-16,Tigray,Lentils,60
1020200107099,2015-16,Tigray,Oils,18.75
1020200107099,2015-16,Tigray,Onion,10
1020200107099,2015-16,Tigray,Potato,10
1020200107099,2015-16,Tigray,Poultry,100
1020200107099,2015-16,Tigray,Salt,1.75
1020200107099,2015-16,Tigray,Sorghum,15
1020200107099,2015-16,Tigray,Sugar,20
1020200107099,2015-16,Tigray,Tea,250
1020200107099,2015-16,Tigray,Teff,75
1020200107099,2015-16,Tigray,Tomato,10
1020200107099,2015-16,Tigray,Wheat,22.5
1020200107112,2015-16,Tigray,Banana,12
1020200107112,2015-16,Tigray,Beef,150
1020200107112,2015-16,Tigray,Beer,36
1020200107112,2015-16,Tigray,Berbere,15
1020200107112,2015-16,Tigray,Chick Pea,18.8
1020200107112,2015-16,Tigray,Coffee,25
1020200107112,2015-16,Tigray,Eggs,30
1020200107112,2015-16,Tigray,Field Pea,17.81
1020200107112,2015-16,Tigray,Kariya,6
1020200107112,2015-16,Tigray,Leafy Greens,2
1020200107112,2015-16,Tigray,Milk,52.5
1020200107112,2015-16,Tigray,Oils,15.12
1020200107112,2015-16,Tigray,Onion,15
1020200107112,2015-16,Tigray,Other fruit,20
1020200107112,2015-16,Tigray,Potato,10
1020200107112,2015-16,Tigray,Salt,7
1020200107112,2015-16,Tigray,Sorghum,43.75
1020200107112,2015-16,Tigray,Sugar,20
1020200107112,2015-16,Tigray,Teff,48.75
1020200107112,2015-16,Tigray,Tella,52.5
1020200107112,2015-16,Tigray,Tomato,12
1020200107112,2015-16,Tigray,Wheat,30
1020200107125,2015-16,Tigray,Beef,200
1020200107125,2015-16,Tigray,Beer,24
1020200107125,2015-16,Tigray,Berbere,27.5
1020200107125,2015-16,Tigray,Chick Pea,62.6
1020200107125,2015-16,Tigray,Coffee,20
1020200107125,2015-16,Tigray,Eggs,15
1020200107125,2015-16,Tigray,Horsebeans,59.4
1020200107125,2015-16,Tigray,Kariya,7.5
1020200107125,2015-16,Tigray,Leafy Greens,15
1020200107125,2015-16,Tigray,Milk,45
1020200107125,2015-16,Tigray,Oils,25
1020200107125,2015-16,Tigray,Onion,12
1020200107125,2015-16,Tigray,Potato,16
1020200107125,2015-16,Tigray,Poultry,140
1020200107125,2015-16,Tigray,Salt,1.75
1020200107125,2015-16,Tigray,Soda,30
1020200107125,2015-16,Tigray,Sorghum,43.75
1020200107125,2015-16,Tigray,Sugar,5
1020200107125,2015-16,Tigray,Teff,87.5
1020200107125,2015-16,Tigray,Tella,12.5
1020200107125,2015-16,Tigray,Tomato,10
1020200107125,2015-16,Tigray,Wheat,50
1020200107151,2015-16,Tigray,Banana,12
1020200107151,2015-16,Tigray,Beer,420
1020200107151,2015-16,Tigray,Berbere,16.25
1020200107151,2015-16,Tigray,Chick Pea,36
1020200107151,2015-16,Tigray,Goat & mutton meat,200
1020200107151,2015-16,Tigray,Horsebeans,36
1020200107151,2015-16,Tigray,Kariya,3
1020200107151,2015-16,Tigray,Leafy Greens,4
1020200107151,2015-16,Tigray,Oils,32.5
1020200107151,2015-16,Tigray,Onion,18
1020200107151,2015-16,Tigray,Potato,10
1020200107151,2015-16,Tigray,Salt,1.75
1020200107151,2015-16,Tigray,Teff,87.5
1020200107151,2015-16,Tigray,Tomato,18
1020200107164,2015-16,Tigray,Berbere,12.5
1020200107164,2015-16,Tigray,Chick Pea,100
1020200107164,2015-16,Tigray,Coffee,25
1020200107164,2015-16,Tigray,Horsebeans,100
1020200107164,2015-16,Tigray,Kariya,6.5
1020200107164,2015-16,Tigray,Leafy Greens,15
1020200107164,2015-16,Tigray,Oils,10
1020200107164,2015-16,Tigray,Onion,6
1020200107164,2015-16,Tigray,Potato,5
1020200107164,2015-16,Tigray,Salt,1.75
1020200107164,2015-16,Tigray,Sorghum,70
1020200107164,2015-16,Tigray,Sugar,10
1020200107164,2015-16,Tigray,Teff,175
1020200107164,2015-16,Tigray,Tomato,4
1020200107164,2015-16,Tigray,Wheat,40
1020200107177,2015-16,Tigray,Berbere,15
1020200107177,2015-16,Tigray,Coffee,20
1020200107177,2015-16,Tigray,Oils,18.75
1020200107177,2015-16,Tigray,Onion,6
1020200107177,2015-16,Tigray,Potato,5
1020200107177,2015-16,Tigray,Salt,1.5
1020200107177,2015-16,Tigray,Sorghum,14
1020200107177,2015-16,Tigray,Sugar,10
1020200107177,2015-16,Tigray,Teff,56
1020200107177,2015-16,Tigray,Tomato,5
1020200107177,2015-16,Tigray,Wheat,77.5
1020200107190,2015-16,Tigray,Berbere,12.5
1020200107190,2015-16,Tigray,Eggs,9
1020200107190,2015-16,Tigray,Horsebeans,19
1020200107190,2015-16,Tigray,Kariya,3
1020200107190,2015-16,Tigray,Leafy Greens,15
1020200107190,2015-16,Tigray,Onion,733
1020200107190,2015-16,Tigray,Potato,250
1020200107190,2015-16,Tigray,Salt,20
1020200107190,2015-16,Tigray,Sorghum,35
1020200107190,2015-16,Tigray,Sugar,2.5
1020200107190,2015-16,Tigray,Teff,32.5
1020200802002,2015-16,Tigray,Berbere,25
1020200802002,2015-16,Tigray,Kariya,5
1020200802002,2015-16,Tigray,Other vegetable,10
1020200802002,2015-16,Tigray,Salt,1
1020200802002,2015-16,Tigray,Sugar,4
1020200802002,2015-16,Tigray,Tella,8
1020200802017,2015-16,Tigray,Berbere,20
1020200802017,2015-16,Tigray,Coffee,10
1020200802017,2015-16,Tigray,Kariya,3
1020200802017,2015-16,Tigray,Leafy Greens,5
1020200802017,2015-16,Tigray,Onion,14
1020200802017,2015-16,Tigray,Salt,2
1020200802017,2015-16,Tigray,Sugar,4
1020200802017,2015-16,Tigray,Tea,4
1020200802017,2015-16,Tigray,Tella,6
1020200802017,2015-16,Tigray,Tomato,18
1020200802028,2015-16,Tigray,Berbere,20
1020200802028,2015-16,Tigray,Field Pea,15
1020200802028,2015-16,Tigray,Oils,12
1020200802028,2015-16,Tigray,Onion,7
1020200802028,2015-16,Tigray,Salt,2
1020200802028,2015-16,Tigray,Tomato,6
1020200802033,2015-16,Tigray,Berbere,40
1020200802033,2015-16,Tigray,Coffee,10
1020200802033,2015-16,Tigray,Horsebeans,30
1020200802033,2015-16,Tigray,Kariya,5
1020200802033,2015-16,Tigray,Oils,10
1020200802033,2015-16,Tigray,Onion,14
1020200802033,2015-16,Tigray,Salt,2
1020200802033,2015-16,Tigray,Sugar,4
1020200802033,2015-16,Tigray,Tella,6
1020200802033,2015-16,Tigray,Tomato,12
1020200802048,2015-16,Tigray,Coffee,0.25
1020200802048,2015-16,Tigray,Horsebeans,30
1020200802048,2015-16,Tigray,Salt,2
1020200802048,2015-16,Tigray,Sugar,4
1020200802063,2015-16,Tigray,Beef,50
1020200802063,2015-16,Tigray,Berbere,20
1020200802063,2015-16,Tigray,Coffee,15
1020200802063,2015-16,Tigray,Kariya,5
1020200802063,2015-16,Tigray,Leafy Greens,5
1020200802063,2015-16,Tigray,Oils,10
1020200802063,2015-16,Tigray,Onion,14
1020200802063,2015-16,Tigray,Salt,2
1020200802063,2015-16,Tigray,Sorghum,78
1020200802063,2015-16,Tigray,Sugar,4
1020200802078,2015-16,Tigray,Beef,50
1020200802078,2015-16,Tigray,Coffee,25
1020200802078,2015-16,Tigray,Kariya,5
1020200802078,2015-16,Tigray,Oils,10
1020200802078,2015-16,Tigray,Onion,7
1020200802078,2015-16,Tigray,Salt,2
1020200802078,2015-16,Tigray,Sugar,4
1020200802108,2015-16,Tigray,Coffee,12
1020200802108,2015-16,Tigray,Field Pea,28
1020200802108,2015-16,Tigray,Kariya,5
1020200802108,2015-16,Tigray,Oils,10
1020200802108,2015-16,Tigray,Onion,14
1020200802108,2015-16,Tigray,Salt,2
1020200802108,2015-16,Tigray,Sugar,4
1020200802108,2015-16,Tigray,Tella,6
1020200802120,2015-16,Tigray,Kariya,14
1020200802120,2015-16,Tigray,Leafy Greens,10
1020200802120,2015-16,Tigray,Salt,1
1020200802120,2015-16,Tigray,Sugar,4
1020200802124,2015-16,Tigray,Berbere,20
1020200802124,2015-16,Tigray,Coffee,0.25
1020200802124,2015-16,Tigray,Kariya,5
1020200802124,2015-16,Tigray,Oils,10
1020200802124,2015-16,Tigray,Onion,21
1020200802124,2015-16,Tigray,Salt,2
1020200802124,2015-16,Tigray,Sugar,8
1020200802124,2015-16,Tigray,Tomato,15
1020200802139,2015-16,Tigray,Berbere,10
1020200802139,2015-16,Tigray,Coffee,15
1020200802139,2015-16,Tigray,Horsebeans,8
1020200802139,2015-16,Tigray,Oils,10
1020200802139,2015-16,Tigray,Onion,7
1020200802139,2015-16,Tigray,Salt,2
1020301001002,2015-16,Tigray,Berbere,30
1020301001002,2015-16,Tigray,Coffee,35
1020301001002,2015-16,Tigray,Kariya,4
1020301001002,2015-16,Tigray,Oils,15
1020301001002,2015-16,Tigray,Onion,10
1020301001002,2015-16,Tigray,Salt,2
1020301001002,2015-16,Tigray,Sugar,20
1020301001002,2015-16,Tigray,Tella,8
1020301001002,2015-16,Tigray,Tomato,10
1020301001017,2015-16,Tigray,Berbere,15
1020301001017,2015-16,Tigray,Chick Pea,14
1020301001017,2015-16,Tigray,Coffee,20
1020301001017,2015-16,Tigray,Kariya,2
1020301001017,2015-16,Tigray,Leafy Greens,5
1020301001017,2015-16,Tigray,Oils,10
1020301001017,2015-16,Tigray,Onion,10
1020301001017,2015-16,Tigray,Salt,2
1020301001017,2015-16,Tigray,Sugar,10
1020301001017,2015-16,Tigray,Tomato,4
1020301001032,2015-16,Tigray,Berbere,15
1020301001032,2015-16,Tigray,Coffee,18
1020301001032,2015-16,Tigray,Horsebeans,28
1020301001032,2015-16,Tigray,Oils,10
1020301001032,2015-16,Tigray,Salt,1
1020301001047,2015-16,Tigray,Berbere,60
