i,t,m,j,Expenditure
1060100315045,2015-16,Tigray,Tomato,10
1060100315053,2015-16,Tigray,Beef,30
1060100315053,2015-16,Tigray,Berbere,18.5
1060100315053,2015-16,Tigray,Bread/biscuit,8.75
1060100315053,2015-16,Tigray,Coffee,25
1060100315053,2015-16,Tigray,Eggs,10.5
1060100315053,2015-16,Tigray,Kariya,6
1060100315053,2015-16,Tigray,Leafy Greens,10
1060100315053,2015-16,Tigray,Lentils,10
1060100315053,2015-16,Tigray,Milk,22
1060100315053,2015-16,Tigray,Oils,27
1060100315053,2015-16,Tigray,Onion,13
1060100315053,2015-16,Tigray,Other vegetable,10
1060100315053,2015-16,Tigray,Pasta/Macaroni,55
1060100315053,2015-16,Tigray,Potato,12
1060100315053,2015-16,Tigray,Salt,1.5
1060100315053,2015-16,Tigray,Sugar,10
1060100315053,2015-16,Tigray,Teff,120
1060100315053,2015-16,Tigray,Tomato,11
1060100315061,2015-16,Tigray,Banana,14
1060100315061,2015-16,Tigray,Barley,20
1060100315061,2015-16,Tigray,Beef,480
1060100315061,2015-16,Tigray,Beer,120
1060100315061,2015-16,Tigray,Berbere,37
1060100315061,2015-16,Tigray,Bread/biscuit,18.2
1060100315061,2015-16,Tigray,Chick Pea,6
1060100315061,2015-16,Tigray,Coffee,50
1060100315061,2015-16,Tigray,Field Pea,6
1060100315061,2015-16,Tigray,Horsebeans,6
1060100315061,2015-16,Tigray,Injera,100
1060100315061,2015-16,Tigray,Kariya,10
1060100315061,2015-16,Tigray,Leafy Greens,25
1060100315061,2015-16,Tigray,Lentils,20
1060100315061,2015-16,Tigray,Oils,41
1060100315061,2015-16,Tigray,Onion,60
1060100315061,2015-16,Tigray,Orange,13
1060100315061,2015-16,Tigray,Other vegetable,15
1060100315061,2015-16,Tigray,Pasta/Macaroni,34
1060100315061,2015-16,Tigray,Potato,50
1060100315061,2015-16,Tigray,Poultry,100
1060100315061,2015-16,Tigray,Salt,1.5
1060100315061,2015-16,Tigray,Soda,100
1060100315061,2015-16,Tigray,Sugar,18.2
1060100315061,2015-16,Tigray,Teff,100
1060100315061,2015-16,Tigray,Tella,9
1060100315061,2015-16,Tigray,Tomato,40
1060100315069,2015-16,Tigray,Beef,120
1060100315069,2015-16,Tigray,Berbere,36
1060100315069,2015-16,Tigray,Bread/biscuit,13
1060100315069,2015-16,Tigray,Chick Pea,8
1060100315069,2015-16,Tigray,Coffee,120
1060100315069,2015-16,Tigray,Field Pea,8
1060100315069,2015-16,Tigray,Leafy Greens,15
1060100315069,2015-16,Tigray,Lentils,20
1060100315069,2015-16,Tigray,Milk,32
1060100315069,2015-16,Tigray,Oils,71
1060100315069,2015-16,Tigray,Onion,10
1060100315069,2015-16,Tigray,Other vegetable,10
1060100315069,2015-16,Tigray,Potato,13
1060100315069,2015-16,Tigray,Salt,3
1060100315069,2015-16,Tigray,Sugar,30
1060100315069,2015-16,Tigray,Tea,10
1060100315069,2015-16,Tigray,Teff,250
1060100315069,2015-16,Tigray,Tomato,11
1060100315069,2015-16,Tigray,Wheat,84.25
1060100315077,2015-16,Tigray,Banana,13
1060100315077,2015-16,Tigray,Beef,60
1060100315077,2015-16,Tigray,Berbere,35
1060100315077,2015-16,Tigray,Chick Pea,8
1060100315077,2015-16,Tigray,Coffee,40
1060100315077,2015-16,Tigray,Eggs,18
1060100315077,2015-16,Tigray,Field Pea,8
1060100315077,2015-16,Tigray,Ground nuts,15
1060100315077,2015-16,Tigray,Horsebeans,8
1060100315077,2015-16,Tigray,Kariya,5
1060100315077,2015-16,Tigray,Lentils,20
1060100315077,2015-16,Tigray,Oils,34
1060100315077,2015-16,Tigray,Onion,12
1060100315077,2015-16,Tigray,Other vegetable,25
1060100315077,2015-16,Tigray,Poultry,100
1060100315077,2015-16,Tigray,Salt,1.5
1060100315077,2015-16,Tigray,Sugar,9.1
1060100315077,2015-16,Tigray,Teff,800
1060100315077,2015-16,Tigray,Tomato,8
1060100315077,2015-16,Tigray,Wheat,42
1060100315085,2015-16,Tigray,Berbere,18.5
1060100315085,2015-16,Tigray,Chick Pea,3
1060100315085,2015-16,Tigray,Coffee,4
1060100315085,2015-16,Tigray,Field Pea,2.5
1060100315085,2015-16,Tigray,Horsebeans,2.5
1060100315085,2015-16,Tigray,Oils,7.5
1060100315085,2015-16,Tigray,Onion,2.5
1060100315085,2015-16,Tigray,Salt,1.5
1060100315085,2015-16,Tigray,Teff,30
1060100315085,2015-16,Tigray,Tomato,5
1060100315093,2015-16,Tigray,Banana,7
1060100315093,2015-16,Tigray,Beef,60
1060100315093,2015-16,Tigray,Berbere,36
1060100315093,2015-16,Tigray,Bread/biscuit,10.4
1060100315093,2015-16,Tigray,Chick Pea,13
1060100315093,2015-16,Tigray,Coffee,50
1060100315093,2015-16,Tigray,Field Pea,12
1060100315093,2015-16,Tigray,Kariya,5
1060100315093,2015-16,Tigray,Lentils,20
1060100315093,2015-16,Tigray,Maize,68
1060100315093,2015-16,Tigray,Milk,28
1060100315093,2015-16,Tigray,Oils,7
1060100315093,2015-16,Tigray,Onion,5
1060100315093,2015-16,Tigray,Orange,12.5
1060100315093,2015-16,Tigray,Potato,7
1060100315093,2015-16,Tigray,Salt,2
1060100315093,2015-16,Tigray,Sugar,18
1060100315093,2015-16,Tigray,Teff,100
1060100315093,2015-16,Tigray,Tomato,9
1060100315101,2015-16,Tigray,Beef,120
1060100315101,2015-16,Tigray,Berbere,17.5
1060100315101,2015-16,Tigray,Chick Pea,12
1060100315101,2015-16,Tigray,Coffee,50
1060100315101,2015-16,Tigray,Field Pea,12
1060100315101,2015-16,Tigray,Horsebeans,12
1060100315101,2015-16,Tigray,Kariya,10
1060100315101,2015-16,Tigray,Leafy Greens,20
1060100315101,2015-16,Tigray,Milk,8
1060100315101,2015-16,Tigray,Oils,54
1060100315101,2015-16,Tigray,Onion,18
1060100315101,2015-16,Tigray,Other vegetable,12.5
1060100315101,2015-16,Tigray,Potato,12
1060100315101,2015-16,Tigray,Salt,1.5
1060100315101,2015-16,Tigray,Sugar,9.2
1060100315101,2015-16,Tigray,Teff,250
1060100315101,2015-16,Tigray,Tomato,8
1060100315101,2015-16,Tigray,Wheat,45
1060100315109,2015-16,Tigray,Beef,30
1060100315109,2015-16,Tigray,Berbere,17.5
1060100315109,2015-16,Tigray,Bread/biscuit,7.5
1060100315109,2015-16,Tigray,Chick Pea,2.5
1060100315109,2015-16,Tigray,Coffee,25
1060100315109,2015-16,Tigray,Field Pea,3.5
1060100315109,2015-16,Tigray,Horsebeans,3
1060100315109,2015-16,Tigray,Kariya,4.5
1060100315109,2015-16,Tigray,Leafy Greens,10
1060100315109,2015-16,Tigray,Lentils,10
1060100315109,2015-16,Tigray,Oils,27
1060100315109,2015-16,Tigray,Onion,11
1060100315109,2015-16,Tigray,Other vegetable,5
1060100315109,2015-16,Tigray,Potato,13
1060100315109,2015-16,Tigray,Salt,1.5
1060100315109,2015-16,Tigray,Sugar,18.8
1060100315109,2015-16,Tigray,Teff,55.5
1060100315109,2015-16,Tigray,Tomato,10
1060100423001,2015-16,Tigray,Beef,25
1060100423001,2015-16,Tigray,Berbere,17.5
1060100423001,2015-16,Tigray,Bread/biscuit,10.4
1060100423001,2015-16,Tigray,Chick Pea,24
1060100423001,2015-16,Tigray,Coffee,25
1060100423001,2015-16,Tigray,Field Pea,25
1060100423001,2015-16,Tigray,Injera,10
1060100423001,2015-16,Tigray,Kariya,5
1060100423001,2015-16,Tigray,Leafy Greens,20
1060100423001,2015-16,Tigray,Lentils,20
1060100423001,2015-16,Tigray,Oils,27
1060100423001,2015-16,Tigray,Onion,10
1060100423001,2015-16,Tigray,Salt,1.5
1060100423001,2015-16,Tigray,Tomato,10
1060100423002,2015-16,Tigray,Banana,42
1060100423002,2015-16,Tigray,Beef,120
1060100423002,2015-16,Tigray,Beer,120
1060100423002,2015-16,Tigray,Berbere,52.5
1060100423002,2015-16,Tigray,Coffee,100
1060100423002,2015-16,Tigray,Eggs,42
1060100423002,2015-16,Tigray,Goat & mutton meat,70
1060100423002,2015-16,Tigray,Ground nuts,13
1060100423002,2015-16,Tigray,Kariya,10
1060100423002,2015-16,Tigray,Leafy Greens,28
1060100423002,2015-16,Tigray,Lentils,20
1060100423002,2015-16,Tigray,Milk,15
1060100423002,2015-16,Tigray,Oils,41
1060100423002,2015-16,Tigray,Onion,25
1060100423002,2015-16,Tigray,Orange,44
1060100423002,2015-16,Tigray,Other vegetable,14
1060100423002,2015-16,Tigray,Potato,10
1060100423002,2015-16,Tigray,Poultry,150
1060100423002,2015-16,Tigray,Soda,50
1060100423002,2015-16,Tigray,Sugar,18.2
1060100423002,2015-16,Tigray,Teff,216
1060100423002,2015-16,Tigray,Tomato,14
1060100423003,2015-16,Tigray,Banana,13
1060100423003,2015-16,Tigray,Beef,60
1060100423003,2015-16,Tigray,Beer,24
1060100423003,2015-16,Tigray,Berbere,80
1060100423003,2015-16,Tigray,Bread/biscuit,42
1060100423003,2015-16,Tigray,Coffee,50
1060100423003,2015-16,Tigray,Injera,15
1060100423003,2015-16,Tigray,Kariya,5
1060100423003,2015-16,Tigray,Leafy Greens,12
1060100423003,2015-16,Tigray,Milk,18
1060100423003,2015-16,Tigray,Oils,57
1060100423003,2015-16,Tigray,Onion,25
1060100423003,2015-16,Tigray,Pasta/Macaroni,36
1060100423003,2015-16,Tigray,Potato,10
1060100423003,2015-16,Tigray,Poultry,120
1060100423003,2015-16,Tigray,Salt,1.5
1060100423003,2015-16,Tigray,Soda,20
1060100423003,2015-16,Tigray,Sugar,37
1060100423003,2015-16,Tigray,Teff,61
1060100423003,2015-16,Tigray,Tella,2.5
1060100423004,2015-16,Tigray,Barley,23.3
1060100423004,2015-16,Tigray,Beef,30
1060100423004,2015-16,Tigray,Berbere,18.5
1060100423004,2015-16,Tigray,Horsebeans,8
1060100423004,2015-16,Tigray,Kariya,12
1060100423004,2015-16,Tigray,Leafy Greens,140
1060100423004,2015-16,Tigray,Lentils,10
1060100423004,2015-16,Tigray,Oils,23.3
1060100423004,2015-16,Tigray,Onion,16
1060100423004,2015-16,Tigray,Salt,25
1060100423004,2015-16,Tigray,Sugar,1.5
1060100423004,2015-16,Tigray,Teff,159.6
1060100423004,2015-16,Tigray,Tomato,10
1060100423005,2015-16,Tigray,Barley,13
1060100423005,2015-16,Tigray,Beef,30
1060100423005,2015-16,Tigray,Berbere,18.5
1060100423005,2015-16,Tigray,Bread/biscuit,27.3
1060100423005,2015-16,Tigray,Coffee,50
1060100423005,2015-16,Tigray,Horsebeans,6
1060100423005,2015-16,Tigray,Kariya,7
1060100423005,2015-16,Tigray,Lentils,13
1060100423005,2015-16,Tigray,Linseed,13
1060100423005,2015-16,Tigray,Milk,13
1060100423005,2015-16,Tigray,Onion,10
1060100423005,2015-16,Tigray,Salt,1.75
1060100423005,2015-16,Tigray,Sugar,9
1060100423005,2015-16,Tigray,Tea,9
1060100423005,2015-16,Tigray,Teff,90
1060100423005,2015-16,Tigray,Tella,12
1060100423005,2015-16,Tigray,Tomato,10
1060100423005,2015-16,Tigray,Wheat,13
1060100423006,2015-16,Tigray,Berbere,20
1060100423006,2015-16,Tigray,Chick Pea,5
1060100423006,2015-16,Tigray,Field Pea,10
1060100423006,2015-16,Tigray,Horsebeans,15
1060100423006,2015-16,Tigray,Kariya,4
1060100423006,2015-16,Tigray,Leafy Greens,10
1060100423006,2015-16,Tigray,Lentils,10
1060100423006,2015-16,Tigray,Linseed,7.5
1060100423006,2015-16,Tigray,Oils,27
1060100423006,2015-16,Tigray,Onion,10
1060100423006,2015-16,Tigray,Other vegetable,20
1060100423006,2015-16,Tigray,Potato,13
1060100423006,2015-16,Tigray,Salt,1.5
1060100423006,2015-16,Tigray,Teff,40
1060100423006,2015-16,Tigray,Tomato,5
1060100423006,2015-16,Tigray,Wheat,18
1060100423007,2015-16,Tigray,Banana,30
1060100423007,2015-16,Tigray,Beef,240
1060100423007,2015-16,Tigray,Beer,130
1060100423007,2015-16,Tigray,Berbere,105
1060100423007,2015-16,Tigray,Bread/biscuit,72.5
1060100423007,2015-16,Tigray,Chick Pea,34
1060100423007,2015-16,Tigray,Coffee,50
1060100423007,2015-16,Tigray,Eggs,90
1060100423007,2015-16,Tigray,Field Pea,35.5
1060100423007,2015-16,Tigray,Kariya,12.5
1060100423007,2015-16,Tigray,Leafy Greens,40
1060100423007,2015-16,Tigray,Lentils,150
1060100423007,2015-16,Tigray,Milk,15
1060100423007,2015-16,Tigray,Oils,54
1060100423007,2015-16,Tigray,Onion,60
1060100423007,2015-16,Tigray,Orange,24
1060100423007,2015-16,Tigray,Other vegetable,160
1060100423007,2015-16,Tigray,Pasta/Macaroni,36
1060100423007,2015-16,Tigray,Potato,20
1060100423007,2015-16,Tigray,Salt,1.5
1060100423007,2015-16,Tigray,Soda,100
1060100423007,2015-16,Tigray,Sugar,40
1060100423007,2015-16,Tigray,Tea,8
1060100423007,2015-16,Tigray,Teff,462.5
1060100423007,2015-16,Tigray,Tomato,50
1060100423007,2015-16,Tigray,Wheat,56
1060100423008,2015-16,Tigray,Banana,15
1060100423008,2015-16,Tigray,Barley,28
1060100423008,2015-16,Tigray,Beef,120
1060100423008,2015-16,Tigray,Beer,336
1060100423008,2015-16,Tigray,Berbere,17.5
1060100423008,2015-16,Tigray,Bread/biscuit,36.4
1060100423008,2015-16,Tigray,Coffee,25
1060100423008,2015-16,Tigray,Eggs,42
1060100423008,2015-16,Tigray,Kariya,10
1060100423008,2015-16,Tigray,Leafy Greens,20
1060100423008,2015-16,Tigray,Lentils,40
1060100423008,2015-16,Tigray,Milk,52.5
1060100423008,2015-16,Tigray,Oils,27
1060100423008,2015-16,Tigray,Onion,30
1060100423008,2015-16,Tigray,Orange,24
1060100423008,2015-16,Tigray,Other vegetable,30
1060100423008,2015-16,Tigray,Pasta/Macaroni,40
1060100423008,2015-16,Tigray,Potato,20
1060100423008,2015-16,Tigray,Salt,1.5
1060100423008,2015-16,Tigray,Soda,40
1060100423008,2015-16,Tigray,Sugar,18.5
1060100423008,2015-16,Tigray,Teff,160
1060100423008,2015-16,Tigray,Tomato,20
1060100423008,2015-16,Tigray,Wheat,30
1060100423009,2015-16,Tigray,Banana,24
1060100423009,2015-16,Tigray,Barley,12
1060100423009,2015-16,Tigray,Beef,30
1060100423009,2015-16,Tigray,Berbere,17.5
1060100423009,2015-16,Tigray,Bread/biscuit,7.8
1060100423009,2015-16,Tigray,Coffee,50
1060100423009,2015-16,Tigray,Eggs,21
1060100423009,2015-16,Tigray,Horsebeans,20
1060100423009,2015-16,Tigray,Kariya,10
1060100423009,2015-16,Tigray,Leafy Greens,20
1060100423009,2015-16,Tigray,Milk,15
1060100423009,2015-16,Tigray,Oils,27
1060100423009,2015-16,Tigray,Onion,10
1060100423009,2015-16,Tigray,Orange,24
1060100423009,2015-16,Tigray,Other vegetable,12.5
1060100423009,2015-16,Tigray,Salt,1.5
1060100423009,2015-16,Tigray,Soda,10
1060100423009,2015-16,Tigray,Sugar,18.2
1060100423009,2015-16,Tigray,Teff,65
1060100423009,2015-16,Tigray,Tomato,10
1060100423010,2015-16,Tigray,Banana,15
1060100423010,2015-16,Tigray,Barley,48
1060100423010,2015-16,Tigray,Beef,360
1060100423010,2015-16,Tigray,Berbere,70
1060100423010,2015-16,Tigray,Chick Pea,20
1060100423010,2015-16,Tigray,Coffee,100
1060100423010,2015-16,Tigray,Goat & mutton meat,140
1060100423010,2015-16,Tigray,Kariya,10
1060100423010,2015-16,Tigray,Leafy Greens,60
1060100423010,2015-16,Tigray,Lentils,30
1060100423010,2015-16,Tigray,Milk,32
1060100423010,2015-16,Tigray,Oils,69
1060100423010,2015-16,Tigray,Onion,100
1060100423010,2015-16,Tigray,Orange,47
1060100423010,2015-16,Tigray,Other vegetable,13
1060100423010,2015-16,Tigray,Pasta/Macaroni,24
1060100423010,2015-16,Tigray,Potato,50
1060100423010,2015-16,Tigray,Poultry,120
1060100423010,2015-16,Tigray,Teff,462.5
1060100423010,2015-16,Tigray,Tomato,70
1060100423010,2015-16,Tigray,Wheat,70
1060100423011,2015-16,Tigray,Banana,15
1060100423011,2015-16,Tigray,Berbere,7
1060100423011,2015-16,Tigray,Chick Pea,6.5
1060100423011,2015-16,Tigray,Coffee,25
1060100423011,2015-16,Tigray,Field Pea,6.5
1060100423011,2015-16,Tigray,Kariya,2.5
1060100423011,2015-16,Tigray,Leafy Greens,8
1060100423011,2015-16,Tigray,Lentils,10
1060100423011,2015-16,Tigray,Oils,13.5
1060100423011,2015-16,Tigray,Onion,11
1060100423011,2015-16,Tigray,Orange,6
1060100423011,2015-16,Tigray,Other vegetable,15
1060100423011,2015-16,Tigray,Potato,5
1060100423011,2015-16,Tigray,Salt,1
1060100423011,2015-16,Tigray,Tomato,5
1060100423011,2015-16,Tigray,Wheat,30
1060100423012,2015-16,Tigray,Berbere,17.5
1060100423012,2015-16,Tigray,Bread/biscuit,7.8
1060100423012,2015-16,Tigray,Chick Pea,16
1060100423012,2015-16,Tigray,Coffee,100
1060100423012,2015-16,Tigray,Kariya,5
1060100423012,2015-16,Tigray,Leafy Greens,5
1060100423012,2015-16,Tigray,Oils,27
1060100423012,2015-16,Tigray,Onion,10
1060100423012,2015-16,Tigray,Other vegetable,12.5
1060100423012,2015-16,Tigray,Salt,1.65
1060100423012,2015-16,Tigray,Sugar,18.6
1060100423012,2015-16,Tigray,Teff,140
1060100423012,2015-16,Tigray,Tomato,10
1060100423012,2015-16,Tigray,Wheat,32
1060100423013,2015-16,Tigray,Beef,120
1060100423013,2015-16,Tigray,Beer,130
1060100423013,2015-16,Tigray,Berbere,35
1060100423013,2015-16,Tigray,Bread/biscuit,7.8
1060100423013,2015-16,Tigray,Coffee,50
1060100423013,2015-16,Tigray,Eggs,36
1060100423013,2015-16,Tigray,Injera,15
1060100423013,2015-16,Tigray,Kariya,12
1060100423013,2015-16,Tigray,Leafy Greens,15
1060100423013,2015-16,Tigray,Oils,54
1060100423013,2015-16,Tigray,Onion,15
1060100423013,2015-16,Tigray,Other vegetable,12
1060100423013,2015-16,Tigray,Potato,11
1060100423013,2015-16,Tigray,Salt,1.75
1060100423013,2015-16,Tigray,Soda,100
1060100423013,2015-16,Tigray,Sugar,18.2
1060100423013,2015-16,Tigray,Teff,126
1060100423013,2015-16,Tigray,Tomato,10
1060100423014,2015-16,Tigray,Banana,48
1060100423014,2015-16,Tigray,Barley,45
1060100423014,2015-16,Tigray,Beef,120
1060100423014,2015-16,Tigray,Beer,240
1060100423014,2015-16,Tigray,Berbere,70
1060100423014,2015-16,Tigray,Coffee,1.5
1060100423014,2015-16,Tigray,Eggs,66.5
1060100423014,2015-16,Tigray,Goat & mutton meat,140
1060100423014,2015-16,Tigray,Horsebeans,28
1060100423014,2015-16,Tigray,Kariya,40
1060100423014,2015-16,Tigray,Leafy Greens,50
1060100423014,2015-16,Tigray,Lentils,100
1060100423014,2015-16,Tigray,Oils,71
1060100423014,2015-16,Tigray,Onion,40
1060100423014,2015-16,Tigray,Orange,84
1060100423014,2015-16,Tigray,Other vegetable,60
1060100423014,2015-16,Tigray,Pasta/Macaroni,48
1060100423014,2015-16,Tigray,Potato,40
1060100423014,2015-16,Tigray,Poultry,150
1060100423014,2015-16,Tigray,Salt,3
1060100423014,2015-16,Tigray,Soda,100
1060100423014,2015-16,Tigray,Sugar,36.4
1060100423014,2015-16,Tigray,Teff,250
1060100423014,2015-16,Tigray,Tomato,30
1060100423014,2015-16,Tigray,Wheat,90
1060100423015,2015-16,Tigray,Beef,120
1060100423015,2015-16,Tigray,Berbere,50
1060100423015,2015-16,Tigray,Bread/biscuit,42
1060100423015,2015-16,Tigray,Butter/ghee,50
1060100423015,2015-16,Tigray,Coffee,50
1060100423015,2015-16,Tigray,Oils,71
1060100423015,2015-16,Tigray,Onion,50
1060100423015,2015-16,Tigray,Other vegetable,15
1060100423015,2015-16,Tigray,Potato,10
1060100423015,2015-16,Tigray,Salt,1.5
1060100423015,2015-16,Tigray,Sugar,18.5
1060100423015,2015-16,Tigray,Teff,237.5
1060100423015,2015-16,Tigray,Tomato,50
1060100532009,2015-16,Tigray,Berbere,31
1060100532009,2015-16,Tigray,Chick Pea,24
1060100532009,2015-16,Tigray,Coffee,60
1060100532009,2015-16,Tigray,Field Pea,50
1060100532009,2015-16,Tigray,Goat & mutton meat,1200
1060100532009,2015-16,Tigray,Kariya,6
1060100532009,2015-16,Tigray,Leafy Greens,7
1060100532009,2015-16,Tigray,Lentils,45
1060100532009,2015-16,Tigray,Milk,30
1060100532009,2015-16,Tigray,Oils,26
1060100532009,2015-16,Tigray,Onion,20
1060100532009,2015-16,Tigray,Pasta/Macaroni,20
1060100532009,2015-16,Tigray,Potato,18
1060100532009,2015-16,Tigray,Salt,2
1060100532009,2015-16,Tigray,Sugar,9
1060100532009,2015-16,Tigray,Tea,4
1060100532009,2015-16,Tigray,Teff,209
1060100532009,2015-16,Tigray,Tomato,20
1060100532021,2015-16,Tigray,Barley,27
1060100532021,2015-16,Tigray,Beef,30
1060100532021,2015-16,Tigray,Butter/ghee,10
1060100532021,2015-16,Tigray,Chick Pea,23
1060100532021,2015-16,Tigray,Coffee,25
1060100532021,2015-16,Tigray,Eggs,46
1060100532021,2015-16,Tigray,Field Pea,19
1060100532021,2015-16,Tigray,Goat & mutton meat,1100
1060100532021,2015-16,Tigray,Haricot Beans,30
1060100532021,2015-16,Tigray,Horsebeans,54
1060100532021,2015-16,Tigray,Kariya,5
1060100532021,2015-16,Tigray,Leafy Greens,14
1060100532021,2015-16,Tigray,Lentils,20
1060100532021,2015-16,Tigray,Milk,105
1060100532021,2015-16,Tigray,Oils,28
1060100532021,2015-16,Tigray,Onion,30
1060100532021,2015-16,Tigray,Orange,99
1060100532021,2015-16,Tigray,Other seed,16
1060100532021,2015-16,Tigray,Other tuber or stem,3
1060100532021,2015-16,Tigray,Other vegetable,15
1060100532021,2015-16,Tigray,Pasta/Macaroni,40
1060100532021,2015-16,Tigray,Potato,16
1060100532021,2015-16,Tigray,Salt,2
1060100532021,2015-16,Tigray,Sugar,10
1060100532021,2015-16,Tigray,Teff,210
1060100532021,2015-16,Tigray,Tomato,16
1060100532021,2015-16,Tigray,Wheat,51
1060100532033,2015-16,Tigray,Beef,60
1060100532033,2015-16,Tigray,Berbere,28
1060100532033,2015-16,Tigray,Coffee,12
1060100532033,2015-16,Tigray,Haricot Beans,48
1060100532033,2015-16,Tigray,Kariya,6
1060100532033,2015-16,Tigray,Oils,25
1060100532033,2015-16,Tigray,Onion,10
1060100532033,2015-16,Tigray,Potato,10
1060100532033,2015-16,Tigray,Salt,2
1060100532033,2015-16,Tigray,Sugar,10
1060100532033,2015-16,Tigray,Teff,84
1060100532033,2015-16,Tigray,Tomato,10
1060100532057,2015-16,Tigray,Banana,28
1060100532057,2015-16,Tigray,Berbere,32
1060100532057,2015-16,Tigray,Chick Pea,46
1060100532057,2015-16,Tigray,Coffee,60
1060100532057,2015-16,Tigray,Field Pea,48
1060100532057,2015-16,Tigray,Goat & mutton meat,1350
1060100532057,2015-16,Tigray,Kariya,5
1060100532057,2015-16,Tigray,Lentils,45
1060100532057,2015-16,Tigray,Milk,42
1060100532057,2015-16,Tigray,Oils,24
1060100532057,2015-16,Tigray,Onion,18
1060100532057,2015-16,Tigray,Pasta/Macaroni,40
1060100532057,2015-16,Tigray,Potato,9
1060100532057,2015-16,Tigray,Salt,2
1060100532057,2015-16,Tigray,Sugar,9
1060100532057,2015-16,Tigray,Tea,60
1060100532057,2015-16,Tigray,Teff,280
1060100532057,2015-16,Tigray,Tomato,20
1060100532069,2015-16,Tigray,Beef,50
1060100532069,2015-16,Tigray,Berbere,15
1060100532069,2015-16,Tigray,Chick Pea,24
1060100532069,2015-16,Tigray,Coffee,55
1060100532069,2015-16,Tigray,Field Pea,25
1060100532069,2015-16,Tigray,Haricot Beans,25
1060100532069,2015-16,Tigray,Kariya,4
1060100532069,2015-16,Tigray,Maize,36
1060100532069,2015-16,Tigray,Milk,15
1060100532069,2015-16,Tigray,Oils,7
1060100532069,2015-16,Tigray,Onion,9
1060100532069,2015-16,Tigray,Pasta/Macaroni,20
1060100532069,2015-16,Tigray,Potato,8
1060100532069,2015-16,Tigray,Sugar,5
1060100532069,2015-16,Tigray,Teff,95
1060100532069,2015-16,Tigray,Tomato,6
1060100532069,2015-16,Tigray,Wheat,27
1060100532081,2015-16,Tigray,Beef,120
1060100532081,2015-16,Tigray,Berbere,16
1060100532081,2015-16,Tigray,Bread/biscuit,13
1060100532081,2015-16,Tigray,Chick Pea,24
1060100532081,2015-16,Tigray,Coffee,55
1060100532081,2015-16,Tigray,Eggs,30
1060100532081,2015-16,Tigray,Field Pea,24
1060100532081,2015-16,Tigray,Haricot Beans,46
1060100532081,2015-16,Tigray,Kariya,6
1060100532081,2015-16,Tigray,Oils,7
1060100532081,2015-16,Tigray,Onion,8
1060100532081,2015-16,Tigray,Pasta/Macaroni,40
1060100532081,2015-16,Tigray,Potato,7
1060100532081,2015-16,Tigray,Salt,2
1060100532081,2015-16,Tigray,Sugar,10
1060100532081,2015-16,Tigray,Tea,3
1060100532081,2015-16,Tigray,Teff,360
1060100532081,2015-16,Tigray,Tomato,4
1060100532081,2015-16,Tigray,Wheat,102
1060100532093,2015-16,Tigray,Beef,110
1060100532093,2015-16,Tigray,Berbere,31
1060100532093,2015-16,Tigray,Chick Pea,20
1060100532093,2015-16,Tigray,Coffee,55
1060100532093,2015-16,Tigray,Field Pea,9
1060100532093,2015-16,Tigray,Horsebeans,8
1060100532093,2015-16,Tigray,Kariya,5
1060100532093,2015-16,Tigray,Lentils,38
1060100532093,2015-16,Tigray,Milk,16
1060100532093,2015-16,Tigray,Oils,25
1060100532093,2015-16,Tigray,Onion,16
1060100532093,2015-16,Tigray,Potato,7
1060100532093,2015-16,Tigray,Salt,2
1060100532093,2015-16,Tigray,Sugar,9
1060100532093,2015-16,Tigray,Teff,255
1060100532093,2015-16,Tigray,Tomato,8
1060100532105,2015-16,Tigray,Berbere,30
1060100532105,2015-16,Tigray,Chick Pea,9
1060100532105,2015-16,Tigray,Coffee,25
1060100532105,2015-16,Tigray,Field Pea,8
1060100532105,2015-16,Tigray,Horsebeans,8
1060100532105,2015-16,Tigray,Kariya,4
1060100532105,2015-16,Tigray,Leafy Greens,11
1060100532105,2015-16,Tigray,Oils,25
1060100532105,2015-16,Tigray,Onion,7
1060100532105,2015-16,Tigray,Potato,7
1060100532105,2015-16,Tigray,Salt,2
1060100532105,2015-16,Tigray,Sugar,18
1060100532105,2015-16,Tigray,Teff,216
1060100532105,2015-16,Tigray,Tomato,8
1060100532117,2015-16,Tigray,Beef,120
1060100532117,2015-16,Tigray,Berbere,31
1060100532117,2015-16,Tigray,Bread/biscuit,19.5
1060100532117,2015-16,Tigray,Chick Pea,40
1060100532117,2015-16,Tigray,Coffee,0.5
1060100532117,2015-16,Tigray,Field Pea,12
1060100532117,2015-16,Tigray,Horsebeans,25
1060100532117,2015-16,Tigray,Kariya,4
1060100532117,2015-16,Tigray,Leafy Greens,10
1060100532117,2015-16,Tigray,Lentils,36
1060100532117,2015-16,Tigray,Maize,60
1060100532117,2015-16,Tigray,Milk,30
1060100532117,2015-16,Tigray,Oils,24
1060100532117,2015-16,Tigray,Onion,24
1060100532117,2015-16,Tigray,Pasta/Macaroni,19
1060100532117,2015-16,Tigray,Salt,2
1060100532117,2015-16,Tigray,Sugar,10
1060100532117,2015-16,Tigray,Teff,304
1060100532117,2015-16,Tigray,Tomato,16
1060100532129,2015-16,Tigray,Beef,60
1060100532129,2015-16,Tigray,Beer,13
1060100532129,2015-16,Tigray,Berbere,16
1060100532129,2015-16,Tigray,Chick Pea,46
