i,t,m,age,sex,HH_size
89057,2015,USA,2,Male,4
89058,2015,USA,73,Female,2
89059,2015,USA,13,Male,3
89060,2015,USA,1,Male,4
89061,2015,USA,2,Male,4
89062,2015,USA,15,Female,5
89063,2015,USA,24,Male,2
89064,2015,USA,72,Female,1
89065,2015,USA,4,Male,2
89066,2015,USA,12,Male,4
89067,2015,USA,34,Male,4
89068,2015,USA,59,Female,4
89069,2015,USA,63,Female,6
89070,2015,USA,63,Male,3
89071,2015,USA,17,Male,2
89072,2015,USA,39,Female,2
89073,2015,USA,61,Female,1
89074,2015,USA,19,Female,7
89075,2015,USA,70,Male,1
89076,2015,USA,37,Female,4
89077,2015,USA,53,Male,3
89078,2015,USA,4,Female,5
89079,2015,USA,75,Male,2
89080,2015,USA,34,Female,5
89081,2015,USA,43,Male,1
89082,2015,USA,15,Male,3
89083,2015,USA,46,Female,5
89084,2015,USA,67,Female,2
89085,2015,USA,17,Female,6
89086,2015,USA,17,Female,5
89087,2015,USA,41,Male,2
89088,2015,USA,36,Male,4
89089,2015,USA,7,Female,5
89090,2015,USA,56,Female,1
89091,2015,USA,70,Male,1
89092,2015,USA,13,Female,6
89093,2015,USA,57,Female,3
89094,2015,USA,1,Male,4
89095,2015,USA,54,Male,3
89096,2015,USA,80,Female,2
89097,2015,USA,71,Female,1
89098,2015,USA,5.40E-79,Female,3
89099,2015,USA,59,Male,2
89100,2015,USA,4,Male,4
89101,2015,USA,4,Male,5
89102,2015,USA,60,Male,2
89103,2015,USA,64,Male,3
89104,2015,USA,43,Female,3
89105,2015,USA,16,Female,7
89106,2015,USA,44,Female,5
89107,2015,USA,69,Female,1
89108,2015,USA,28,Male,2
89109,2015,USA,14,Male,4
89110,2015,USA,6,Male,3
89111,2015,USA,27,Female,2
89112,2015,USA,8,Male,7
89113,2015,USA,4,Male,4
89114,2015,USA,10,Female,5
89115,2015,USA,50,Female,1
89116,2015,USA,22,Male,3
89117,2015,USA,10,Male,6
89118,2015,USA,7,Male,7
89119,2015,USA,26,Male,2
89120,2015,USA,47,Female,4
89121,2015,USA,3,Female,4
89122,2015,USA,58,Female,7
89123,2015,USA,29,Male,4
89124,2015,USA,39,Male,1
89125,2015,USA,1,Male,5
89126,2015,USA,28,Male,3
89127,2015,USA,35,Male,2
89128,2015,USA,28,Female,3
89129,2015,USA,78,Female,1
89130,2015,USA,50,Male,1
89131,2015,USA,51,Male,4
89132,2015,USA,5.40E-79,Female,4
89133,2015,USA,5,Female,2
89134,2015,USA,37,Male,4
89135,2015,USA,2,Male,3
89136,2015,USA,2,Male,6
89137,2015,USA,60,Male,3
89138,2015,USA,27,Male,5
89139,2015,USA,11,Female,4
89140,2015,USA,4,Male,7
89141,2015,USA,45,Male,4
89142,2015,USA,5.40E-79,Female,5
89143,2015,USA,7,Female,5
89144,2015,USA,75,Male,2
89145,2015,USA,11,Male,3
89146,2015,USA,42,Female,4
89147,2015,USA,5.40E-79,Female,5
89148,2015,USA,3,Male,6
89149,2015,USA,66,Male,2
89150,2015,USA,2,Male,6
89151,2015,USA,6,Female,7
89152,2015,USA,20,Female,7
89153,2015,USA,61,Female,2
89154,2015,USA,1,Female,5
89155,2015,USA,14,Female,6
89156,2015,USA,62,Female,5
89157,2015,USA,61,Male,1
89158,2015,USA,55,Male,3
89159,2015,USA,18,Male,4
89160,2015,USA,35,Female,1
89161,2015,USA,74,Female,1
89162,2015,USA,51,Male,5
89163,2015,USA,3,Female,2
89164,2015,USA,56,Female,4
89165,2015,USA,72,Female,5
89166,2015,USA,47,Male,2
89167,2015,USA,38,Male,4
89168,2015,USA,56,Female,2
89169,2015,USA,44,Male,6
89170,2015,USA,17,Female,4
89171,2015,USA,70,Female,2
89172,2015,USA,32,Male,6
89173,2015,USA,63,Male,2
89174,2015,USA,30,Female,5
89175,2015,USA,44,Female,2
89176,2015,USA,16,Female,5
89177,2015,USA,62,Male,3
89178,2015,USA,21,Male,1
89179,2015,USA,1,Female,3
89180,2015,USA,32,Male,6
89181,2015,USA,58,Male,2
89182,2015,USA,55,Female,5
89183,2015,USA,24,Female,5
89184,2015,USA,66,Male,2
89185,2015,USA,24,Male,3
89186,2015,USA,80,Male,2
89187,2015,USA,12,Female,5
89188,2015,USA,70,Female,2
89189,2015,USA,48,Female,2
89190,2015,USA,47,Male,4
89191,2015,USA,6,Female,6
89192,2015,USA,44,Male,7
89193,2015,USA,5.40E-79,Male,7
89194,2015,USA,49,Male,2
89195,2015,USA,12,Male,7
89196,2015,USA,2,Female,7
89197,2015,USA,47,Female,4
89198,2015,USA,8,Male,4
89199,2015,USA,5,Female,6
89200,2015,USA,31,Female,4
89201,2015,USA,50,Male,5
89202,2015,USA,5,Male,7
89203,2015,USA,76,Male,6
89204,2015,USA,45,Male,4
89205,2015,USA,7,Male,5
89206,2015,USA,26,Female,3
89207,2015,USA,18,Male,4
89208,2015,USA,57,Male,3
89209,2015,USA,2,Male,4
89210,2015,USA,4,Female,2
89211,2015,USA,29,Female,4
89212,2015,USA,7,Female,6
89213,2015,USA,1,Female,4
89214,2015,USA,51,Male,7
89215,2015,USA,19,Female,6
89216,2015,USA,70,Female,5
89217,2015,USA,17,Female,4
89218,2015,USA,29,Female,3
89219,2015,USA,5.40E-79,Male,5
89220,2015,USA,1,Male,7
89221,2015,USA,30,Male,3
89222,2015,USA,53,Female,3
89223,2015,USA,43,Female,4
89224,2015,USA,18,Male,7
89225,2015,USA,61,Female,3
89226,2015,USA,1,Male,4
89227,2015,USA,33,Female,4
89228,2015,USA,32,Female,5
89229,2015,USA,15,Female,3
89230,2015,USA,31,Female,5
89231,2015,USA,70,Female,2
89232,2015,USA,76,Male,1
89233,2015,USA,31,Female,4
89234,2015,USA,22,Male,4
89235,2015,USA,10,Male,4
89236,2015,USA,3,Female,5
89237,2015,USA,78,Male,1
89238,2015,USA,8,Female,4
89239,2015,USA,24,Male,2
89240,2015,USA,5.40E-79,Male,3
89241,2015,USA,44,Female,2
89242,2015,USA,1,Female,3
89243,2015,USA,49,Female,3
89244,2015,USA,49,Male,4
89245,2015,USA,5,Male,5
89246,2015,USA,5.40E-79,Female,4
89247,2015,USA,7,Male,7
89248,2015,USA,80,Female,2
89249,2015,USA,57,Female,2
89250,2015,USA,56,Female,4
89251,2015,USA,9,Female,3
89252,2015,USA,1,Female,2
89253,2015,USA,54,Female,4
89254,2015,USA,5.40E-79,Male,5
89255,2015,USA,55,Female,1
89256,2015,USA,35,Male,2
89257,2015,USA,3,Male,5
89258,2015,USA,10,Female,2
89259,2015,USA,38,Male,2
89260,2015,USA,80,Female,1
89261,2015,USA,52,Female,2
89262,2015,USA,4,Male,5
89263,2015,USA,80,Male,2
89264,2015,USA,26,Male,3
89265,2015,USA,52,Female,2
89266,2015,USA,39,Male,6
89267,2015,USA,25,Male,3
89268,2015,USA,34,Male,5
89269,2015,USA,5,Male,6
89270,2015,USA,25,Female,4
89271,2015,USA,57,Male,5
89272,2015,USA,14,Female,4
89273,2015,USA,19,Female,3
89274,2015,USA,3,Female,3
89275,2015,USA,67,Female,1
89276,2015,USA,45,Female,6
89277,2015,USA,6,Female,6
89278,2015,USA,25,Female,4
89279,2015,USA,11,Male,3
89280,2015,USA,57,Male,1
89281,2015,USA,7,Female,7
89282,2015,USA,1,Female,5
89283,2015,USA,5.40E-79,Female,6
89284,2015,USA,42,Female,6
89285,2015,USA,5,Male,6
89286,2015,USA,19,Male,4
89287,2015,USA,5.40E-79,Male,3
89288,2015,USA,52,Female,2
89289,2015,USA,53,Female,7
89290,2015,USA,36,Male,4
89291,2015,USA,13,Female,7
89292,2015,USA,32,Male,4
89293,2015,USA,80,Male,2
89294,2015,USA,63,Female,3
89295,2015,USA,48,Female,2
89296,2015,USA,12,Female,6
89297,2015,USA,19,Male,3
89298,2015,USA,1,Male,5
89299,2015,USA,58,Female,2
89300,2015,USA,5.40E-79,Male,6
89301,2015,USA,15,Male,4
89302,2015,USA,30,Female,5
89303,2015,USA,80,Female,1
89304,2015,USA,30,Female,2
89305,2015,USA,32,Female,3
89306,2015,USA,17,Male,5
89307,2015,USA,15,Female,7
89308,2015,USA,60,Male,5
89309,2015,USA,2,Female,5
89310,2015,USA,80,Female,2
89311,2015,USA,19,Male,5
89312,2015,USA,39,Male,5
89313,2015,USA,51,Male,2
89314,2015,USA,39,Female,4
89315,2015,USA,7,Male,3
89316,2015,USA,61,Female,2
89317,2015,USA,24,Male,4
89318,2015,USA,1,Female,4
89319,2015,USA,60,Male,2
89320,2015,USA,65,Male,2
89321,2015,USA,67,Female,2
89322,2015,USA,8,Female,4
89323,2015,USA,10,Male,3
89324,2015,USA,6,Male,5
89325,2015,USA,44,Male,7
89326,2015,USA,54,Male,4
89327,2015,USA,73,Female,1
89328,2015,USA,15,Female,6
89329,2015,USA,43,Female,1
89330,2015,USA,12,Male,5
89331,2015,USA,35,Male,4
89332,2015,USA,77,Female,2
89333,2015,USA,11,Female,6
89334,2015,USA,17,Male,5
89335,2015,USA,37,Male,4
89336,2015,USA,17,Male,4
89337,2015,USA,6,Female,4
89338,2015,USA,68,Female,1
89339,2015,USA,80,Male,1
89340,2015,USA,24,Female,3
89341,2015,USA,16,Female,3
89342,2015,USA,8,Male,6
89343,2015,USA,16,Female,5
89344,2015,USA,5.40E-79,Male,5
89345,2015,USA,30,Female,3
89346,2015,USA,48,Male,2
89347,2015,USA,19,Male,2
89348,2015,USA,43,Female,5
89349,2015,USA,17,Male,5
89350,2015,USA,57,Male,1
89351,2015,USA,67,Female,3
89352,2015,USA,66,Male,4
89353,2015,USA,36,Male,6
89354,2015,USA,39,Male,4
89355,2015,USA,71,Male,2
89356,2015,USA,10,Female,7
89357,2015,USA,39,Male,5
89358,2015,USA,42,Male,4
89359,2015,USA,30,Female,5
89360,2015,USA,7,Female,5
89361,2015,USA,6,Female,5
89362,2015,USA,41,Female,1
89363,2015,USA,13,Male,4
89364,2015,USA,23,Female,5
89365,2015,USA,1,Male,3
89366,2015,USA,5,Male,5
89367,2015,USA,58,Male,2
89368,2015,USA,3,Male,6
89369,2015,USA,16,Male,6
89370,2015,USA,69,Male,2
89371,2015,USA,63,Male,1
89372,2015,USA,1,Female,7
89373,2015,USA,63,Female,1
89374,2015,USA,38,Male,6
89375,2015,USA,8,Male,3
89376,2015,USA,65,Female,2
89377,2015,USA,17,Female,5
89378,2015,USA,13,Male,6
89379,2015,USA,12,Male,3
89380,2015,USA,5,Male,5
89381,2015,USA,68,Male,2
89382,2015,USA,55,Male,2
89383,2015,USA,50,Male,3
89384,2015,USA,22,Male,3
89385,2015,USA,2,Female,3
89386,2015,USA,2,Male,4
89387,2015,USA,15,Male,7
89388,2015,USA,11,Female,5
89389,2015,USA,68,Female,4
89390,2015,USA,52,Female,2
89391,2015,USA,68,Male,4
89392,2015,USA,20,Male,5
89393,2015,USA,17,Male,7
89394,2015,USA,11,Female,5
89395,2015,USA,51,Female,4
89396,2015,USA,5.40E-79,Female,4
89397,2015,USA,52,Male,4
89398,2015,USA,5.40E-79,Female,7
89399,2015,USA,30,Female,2
89400,2015,USA,52,Female,2
89401,2015,USA,16,Male,3
89402,2015,USA,55,Female,3
89403,2015,USA,74,Male,2
89404,2015,USA,71,Male,6
89405,2015,USA,2,Female,7
89406,2015,USA,12,Female,6
89407,2015,USA,32,Female,4
89408,2015,USA,50,Male,4
89409,2015,USA,4,Female,5
89410,2015,USA,12,Female,5
89411,2015,USA,1,Male,3
89412,2015,USA,62,Female,1
89413,2015,USA,80,Male,2
89414,2015,USA,20,Male,5
89415,2015,USA,10,Male,5
89416,2015,USA,10,Female,7
89417,2015,USA,48,Female,5
89418,2015,USA,13,Male,7
89419,2015,USA,58,Male,4
89420,2015,USA,67,Female,2
89421,2015,USA,1,Female,5
89422,2015,USA,80,Male,2
89423,2015,USA,5.40E-79,Female,7
89424,2015,USA,17,Female,5
89425,2015,USA,36,Male,4
89426,2015,USA,29,Male,4
89427,2015,USA,11,Male,4
89428,2015,USA,17,Male,4
89429,2015,USA,5.40E-79,Male,4
89430,2015,USA,13,Male,5
89431,2015,USA,7,Female,3
89432,2015,USA,8,Female,5
89433,2015,USA,74,Female,1
89434,2015,USA,46,Female,2
89435,2015,USA,46,Female,2
89436,2015,USA,33,Male,5
89437,2015,USA,70,Male,1
89438,2015,USA,38,Male,1
89439,2015,USA,72,Male,2
89440,2015,USA,17,Female,3
89441,2015,USA,67,Female,1
89442,2015,USA,51,Male,5
89443,2015,USA,80,Male,2
89444,2015,USA,48,Female,4
89445,2015,USA,32,Male,6
89446,2015,USA,61,Female,3
89447,2015,USA,5.40E-79,Male,3
89448,2015,USA,17,Female,3
89449,2015,USA,1,Female,5
89450,2015,USA,1,Female,7
89451,2015,USA,3,Female,3
89452,2015,USA,5.40E-79,Male,7
89453,2015,USA,25,Female,1
89454,2015,USA,4,Female,4
89455,2015,USA,65,Male,3
89456,2015,USA,16,Female,2
89457,2015,USA,48,Female,4
89458,2015,USA,70,Female,2
89459,2015,USA,54,Male,1
89460,2015,USA,11,Male,4
89461,2015,USA,4,Male,6
89462,2015,USA,29,Male,2
89463,2015,USA,14,Male,7
89464,2015,USA,5,Female,4
89465,2015,USA,55,Female,3
89466,2015,USA,4,Male,4
89467,2015,USA,16,Female,5
89468,2015,USA,12,Female,5
89469,2015,USA,77,Male,2
89470,2015,USA,46,Female,3
89471,2015,USA,75,Female,1
89472,2015,USA,75,Male,2
89473,2015,USA,68,Female,2
89474,2015,USA,29,Female,3
89475,2015,USA,46,Female,5
89476,2015,USA,44,Female,7
89477,2015,USA,31,Male,1
89478,2015,USA,4,Female,7
89479,2015,USA,11,Male,5
89480,2015,USA,9,Female,7
89481,2015,USA,5.40E-79,Female,4
89482,2015,USA,70,Female,1
89483,2015,USA,56,Female,6
89484,2015,USA,4,Male,7
89485,2015,USA,35,Male,2
89486,2015,USA,12,Female,5
89487,2015,USA,8,Male,5
89488,2015,USA,75,Male,2
89489,2015,USA,12,Male,5
89490,2015,USA,74,Male,2
89491,2015,USA,49,Male,2
89492,2015,USA,5.40E-79,Female,7
89493,2015,USA,26,Female,3
89494,2015,USA,42,Female,4
89495,2015,USA,49,Female,5
89496,2015,USA,48,Female,7
89497,2015,USA,20,Male,3
89498,2015,USA,4,Female,5
89499,2015,USA,57,Female,3
89500,2015,USA,63,Female,2
89501,2015,USA,80,Male,2
89502,2015,USA,4,Female,4
89503,2015,USA,8,Male,5
89504,2015,USA,80,Male,2
89505,2015,USA,26,Female,6
89506,2015,USA,23,Female,4
89507,2015,USA,2,Female,4
89508,2015,USA,20,Female,5
89509,2015,USA,10,Female,5
89510,2015,USA,8,Female,4
89511,2015,USA,45,Female,3
89512,2015,USA,5.40E-79,Male,6
89513,2015,USA,49,Male,3
89514,2015,USA,67,Female,4
89515,2015,USA,80,Female,1
89516,2015,USA,35,Female,5
89517,2015,USA,27,Male,5
89518,2015,USA,57,Female,1
89519,2015,USA,65,Male,5
89520,2015,USA,45,Male,5
89521,2015,USA,4,Female,6
89522,2015,USA,45,Male,3
89523,2015,USA,26,Female,4
89524,2015,USA,54,Male,2
89525,2015,USA,41,Female,2
89526,2015,USA,1,Male,4
89527,2015,USA,11,Female,3
89528,2015,USA,5,Male,4
89529,2015,USA,20,Female,4
89530,2015,USA,4,Male,4
89531,2015,USA,60,Female,1
89532,2015,USA,5.40E-79,Female,4
89533,2015,USA,38,Male,4
89534,2015,USA,20,Male,1
89535,2015,USA,10,Male,4
89536,2015,USA,47,Female,1
89537,2015,USA,50,Male,5
89538,2015,USA,58,Female,2
89539,2015,USA,17,Male,5
89540,2015,USA,48,Male,2
89541,2015,USA,44,Male,2
89542,2015,USA,62,Male,1
89543,2015,USA,64,Male,1
89544,2015,USA,25,Female,5
89545,2015,USA,41,Female,3
89546,2015,USA,74,Male,2
89547,2015,USA,2,Male,2
89548,2015,USA,6,Male,4
89549,2015,USA,49,Male,5
89550,2015,USA,55,Male,2
89551,2015,USA,78,Male,2
89552,2015,USA,19,Female,4
89553,2015,USA,55,Male,2
89554,2015,USA,7,Female,4
89555,2015,USA,31,Female,4
89556,2015,USA,3,Male,3
89557,2015,USA,51,Male,2
89558,2015,USA,7,Male,7
89559,2015,USA,6,Male,6
89560,2015,USA,80,Female,2
89561,2015,USA,2,Male,6
89562,2015,USA,34,Female,2
89563,2015,USA,68,Female,3
89564,2015,USA,9,Female,4
89565,2015,USA,55,Female,2
89566,2015,USA,78,Male,2
89567,2015,USA,15,Female,3
89568,2015,USA,51,Male,2
89569,2015,USA,5,Female,7
89570,2015,USA,56,Male,1
89571,2015,USA,5,Female,5
89572,2015,USA,61,Female,2
89573,2015,USA,20,Male,4
89574,2015,USA,63,Male,2
89575,2015,USA,25,Female,3
89576,2015,USA,70,Female,4
89577,2015,USA,38,Male,2
89578,2015,USA,34,Male,5
89579,2015,USA,39,Male,3
89580,2015,USA,2,Male,3
89581,2015,USA,67,Female,1
89582,2015,USA,53,Male,3
89583,2015,USA,38,Male,1
89584,2015,USA,23,Female,6
89585,2015,USA,74,Female,1
89586,2015,USA,22,Male,3
89587,2015,USA,76,Female,1
89588,2015,USA,62,Female,2
89589,2015,USA,30,Female,1
89590,2015,USA,35,Female,2
89591,2015,USA,39,Male,7
89592,2015,USA,14,Female,5
89593,2015,USA,7,Male,6
89594,2015,USA,21,Male,4
89595,2015,USA,51,Female,2
89596,2015,USA,80,Female,1
89597,2015,USA,65,Female,3
89598,2015,USA,38,Male,3
89599,2015,USA,62,Male,1
89600,2015,USA,22,Male,6
89601,2015,USA,30,Female,3
89602,2015,USA,47,Male,4
89603,2015,USA,5,Female,5
89604,2015,USA,20,Male,4
89605,2015,USA,4,Female,3
89606,2015,USA,52,Female,3
89607,2015,USA,17,Female,5
89608,2015,USA,66,Male,2
89609,2015,USA,74,Female,1
89610,2015,USA,5.40E-79,Female,5
89611,2015,USA,61,Female,4
89612,2015,USA,32,Male,2
89613,2015,USA,18,Female,2
89614,2015,USA,25,Male,5
89615,2015,USA,11,Male,5
89616,2015,USA,56,Female,3
89617,2015,USA,10,Female,5
89618,2015,USA,28,Male,2
89619,2015,USA,31,Male,3
89620,2015,USA,27,Female,2
89621,2015,USA,3,Female,5
89622,2015,USA,46,Female,5
89623,2015,USA,68,Female,5
89624,2015,USA,7,Male,7
89625,2015,USA,5.40E-79,Female,3
89626,2015,USA,4,Male,7
89627,2015,USA,17,Male,5
89628,2015,USA,61,Female,1
89629,2015,USA,54,Male,3
89630,2015,USA,3,Male,7
89631,2015,USA,13,Male,6
89632,2015,USA,67,Male,4
89633,2015,USA,73,Male,3
89634,2015,USA,10,Male,6
89635,2015,USA,65,Female,1
89636,2015,USA,66,Female,2
89637,2015,USA,40,Female,6
89638,2015,USA,1,Female,3
89639,2015,USA,29,Female,3
89640,2015,USA,48,Female,1
89641,2015,USA,62,Male,1
89642,2015,USA,37,Female,2
89643,2015,USA,29,Male,5
89644,2015,USA,39,Male,2
89645,2015,USA,54,Female,2
89646,2015,USA,71,Female,5
89647,2015,USA,47,Female,4
89648,2015,USA,55,Male,1
89649,2015,USA,60,Male,3
89650,2015,USA,62,Male,7
89651,2015,USA,26,Female,2
89652,2015,USA,50,Female,1
89653,2015,USA,5.40E-79,Female,6
89654,2015,USA,18,Female,4
89655,2015,USA,72,Male,3
89656,2015,USA,39,Male,4
89657,2015,USA,59,Male,2
89658,2015,USA,5.40E-79,Female,7
89659,2015,USA,43,Female,2
89660,2015,USA,7,Male,3
89661,2015,USA,31,Male,1
89662,2015,USA,59,Male,3
89663,2015,USA,7,Male,5
89664,2015,USA,12,Female,6
89665,2015,USA,5,Female,4
89666,2015,USA,80,Female,1
89667,2015,USA,3,Male,4
89668,2015,USA,9,Female,5
89669,2015,USA,52,Male,4
89670,2015,USA,38,Male,6
89671,2015,USA,77,Male,3
89672,2015,USA,20,Male,3
89673,2015,USA,39,Male,1
89674,2015,USA,31,Male,4
89675,2015,USA,14,Male,4
89676,2015,USA,60,Female,3
89677,2015,USA,60,Male,4
89678,2015,USA,8,Male,4
89679,2015,USA,78,Male,2
89680,2015,USA,21,Male,4
89681,2015,USA,16,Female,7
89682,2015,USA,13,Male,4
89683,2015,USA,11,Female,6
89684,2015,USA,42,Female,4
89685,2015,USA,41,Female,3
89686,2015,USA,52,Female,3
89687,2015,USA,5,Female,5
89688,2015,USA,11,Male,7
89689,2015,USA,10,Female,4
89690,2015,USA,80,Male,2
89691,2015,USA,2,Female,4
89692,2015,USA,64,Female,1
89693,2015,USA,2,Male,4
89694,2015,USA,77,Female,1
89695,2015,USA,8,Female,3
89696,2015,USA,7,Female,4
89697,2015,USA,5,Female,3
89698,2015,USA,80,Female,2
89699,2015,USA,80,Male,1
89700,2015,USA,25,Male,3
89701,2015,USA,53,Female,3
89702,2015,USA,18,Female,3
89703,2015,USA,67,Female,6
89704,2015,USA,71,Female,2
89705,2015,USA,34,Female,6
89706,2015,USA,35,Male,6
89707,2015,USA,5,Male,3
89708,2015,USA,15,Female,2
89709,2015,USA,26,Male,2
89710,2015,USA,79,Female,6
89711,2015,USA,36,Female,4
89712,2015,USA,48,Female,2
89713,2015,USA,75,Female,2
89714,2015,USA,6,Male,5
89715,2015,USA,8,Female,4
89716,2015,USA,4,Female,7
89717,2015,USA,1,Female,2
89718,2015,USA,12,Male,7
89719,2015,USA,34,Male,6
89720,2015,USA,31,Male,4
89721,2015,USA,80,Male,1
89722,2015,USA,48,Female,4
89723,2015,USA,40,Female,4
89724,2015,USA,7,Male,5
89725,2015,USA,19,Female,4
89726,2015,USA,57,Female,1
89727,2015,USA,18,Male,4
89728,2015,USA,43,Male,3
89729,2015,USA,50,Male,2
89730,2015,USA,32,Female,4
89731,2015,USA,34,Male,4
89732,2015,USA,5.40E-79,Male,3
89733,2015,USA,24,Male,2
89734,2015,USA,72,Female,3
89735,2015,USA,41,Male,2
89736,2015,USA,10,Male,5
89737,2015,USA,46,Female,7
89738,2015,USA,9,Male,4
89739,2015,USA,8,Male,5
89740,2015,USA,5.40E-79,Female,2
89741,2015,USA,61,Male,3
89742,2015,USA,45,Male,1
89743,2015,USA,41,Female,3
89744,2015,USA,1,Female,4
89745,2015,USA,78,Female,2
89746,2015,USA,5,Male,6
89747,2015,USA,11,Male,5
89748,2015,USA,15,Male,3
89749,2015,USA,20,Female,5
89750,2015,USA,33,Female,7
89751,2015,USA,54,Male,6
89752,2015,USA,27,Female,3
89753,2015,USA,9,Male,6
89754,2015,USA,13,Female,4
89755,2015,USA,60,Female,4
89756,2015,USA,62,Male,2
89757,2015,USA,8,Male,5
89758,2015,USA,12,Female,3
89759,2015,USA,12,Female,6
89760,2015,USA,6,Female,5
89761,2015,USA,79,Female,1
89762,2015,USA,35,Female,7
89763,2015,USA,8,Female,3
89764,2015,USA,62,Female,2
89765,2015,USA,16,Male,5
89766,2015,USA,13,Female,4
89767,2015,USA,6,Male,7
89768,2015,USA,36,Male,6
89769,2015,USA,1,Female,4
89770,2015,USA,67,Female,4
89771,2015,USA,70,Male,2
89772,2015,USA,16,Female,5
89773,2015,USA,5.40E-79,Male,3
89774,2015,USA,32,Female,4
89775,2015,USA,7,Male,4
89776,2015,USA,6,Male,7
89777,2015,USA,17,Female,4
89778,2015,USA,12,Male,7
89779,2015,USA,21,Male,3
89780,2015,USA,70,Male,2
89781,2015,USA,17,Female,7
89782,2015,USA,14,Female,4
89783,2015,USA,26,Female,3
89784,2015,USA,19,Male,5
89785,2015,USA,20,Female,1
89786,2015,USA,57,Female,4
89787,2015,USA,71,Male,1
89788,2015,USA,28,Male,7
89789,2015,USA,11,Female,7
89790,2015,USA,59,Male,1
89791,2015,USA,23,Male,4
89792,2015,USA,30,Female,4
89793,2015,USA,52,Male,2
89794,2015,USA,29,Female,3
89795,2015,USA,22,Female,3
89796,2015,USA,7,Male,4
89797,2015,USA,59,Female,4
89798,2015,USA,7,Female,5
89799,2015,USA,33,Male,3
89800,2015,USA,60,Female,1
89801,2015,USA,67,Male,3
89802,2015,USA,25,Female,2
89803,2015,USA,61,Male,5
89804,2015,USA,66,Female,2
89805,2015,USA,26,Female,2
89806,2015,USA,36,Male,7
89807,2015,USA,69,Female,3
89808,2015,USA,1,Female,7
89809,2015,USA,48,Female,2
89810,2015,USA,24,Female,2
89811,2015,USA,33,Male,2
89812,2015,USA,5.40E-79,Female,6
89813,2015,USA,40,Female,4
89814,2015,USA,33,Male,3
89815,2015,USA,16,Male,7
89816,2015,USA,26,Female,6
89817,2015,USA,3,Male,4
89818,2015,USA,1,Female,5
89819,2015,USA,8,Female,6
89820,2015,USA,35,Female,5
89821,2015,USA,9,Male,7
89822,2015,USA,60,Male,2
89823,2015,USA,21,Female,4
89824,2015,USA,60,Female,4
89825,2015,USA,23,Female,4
89826,2015,USA,80,Male,2
89827,2015,USA,76,Female,1
89828,2015,USA,10,Female,7
89829,2015,USA,39,Female,6
89830,2015,USA,17,Female,5
89831,2015,USA,52,Female,6
89832,2015,USA,26,Female,2
89833,2015,USA,36,Female,6
89834,2015,USA,10,Female,6
89835,2015,USA,75,Female,2
89836,2015,USA,5,Male,6
89837,2015,USA,4,Female,3
89838,2015,USA,2,Female,4
89839,2015,USA,36,Female,5
89840,2015,USA,10,Female,6
89841,2015,USA,57,Male,4
89842,2015,USA,28,Male,7
89843,2015,USA,1,Male,7
89844,2015,USA,64,Female,2
89845,2015,USA,63,Male,2
89846,2015,USA,32,Male,3
89847,2015,USA,2,Female,5
89848,2015,USA,80,Male,2
89849,2015,USA,67,Female,3
89850,2015,USA,80,Male,2
89851,2015,USA,44,Male,4
89852,2015,USA,77,Male,4
89853,2015,USA,74,Female,1
89854,2015,USA,37,Female,7
89855,2015,USA,59,Male,3
89856,2015,USA,42,Female,3
89857,2015,USA,1,Female,7
89858,2015,USA,6,Male,6
89859,2015,USA,10,Female,7
89860,2015,USA,65,Male,2
89861,2015,USA,58,Male,2
89862,2015,USA,60,Female,2
89863,2015,USA,14,Male,6
89864,2015,USA,20,Male,4
89865,2015,USA,7,Male,7
89866,2015,USA,13,Male,6
89867,2015,USA,1,Male,4
89868,2015,USA,25,Female,2
89869,2015,USA,5.40E-79,Male,4
89870,2015,USA,5,Male,6
89871,2015,USA,2,Male,6
89872,2015,USA,54,Female,2
89873,2015,USA,7,Male,3
89874,2015,USA,8,Male,7
89875,2015,USA,17,Female,3
89876,2015,USA,16,Female,4
89877,2015,USA,4,Male,4
89878,2015,USA,47,Male,6
89879,2015,USA,14,Female,3
89880,2015,USA,12,Female,6
89881,2015,USA,30,Female,2
89882,2015,USA,13,Male,4
89883,2015,USA,72,Male,3
89884,2015,USA,76,Female,4
89885,2015,USA,14,Male,5
89886,2015,USA,38,Female,4
89887,2015,USA,13,Male,7
89888,2015,USA,8,Male,4
89889,2015,USA,54,Female,7
89890,2015,USA,13,Male,7
89891,2015,USA,48,Male,2
89892,2015,USA,42,Female,6
89893,2015,USA,15,Female,6
89894,2015,USA,65,Female,7
89895,2015,USA,6,Male,7
89896,2015,USA,9,Female,4
89897,2015,USA,80,Female,4
89898,2015,USA,26,Male,5
89899,2015,USA,39,Female,5
89900,2015,USA,17,Male,7
89901,2015,USA,36,Female,5
89902,2015,USA,73,Male,3
89903,2015,USA,5.40E-79,Male,3
89904,2015,USA,30,Female,4
89905,2015,USA,60,Female,2
89906,2015,USA,11,Male,3
89907,2015,USA,77,Female,2
89908,2015,USA,30,Female,6
89909,2015,USA,72,Male,2
89910,2015,USA,6,Female,5
89911,2015,USA,32,Female,1
89912,2015,USA,6,Female,5
89913,2015,USA,65,Male,2
89914,2015,USA,7,Female,5
89915,2015,USA,34,Male,5
89916,2015,USA,13,Male,5
89917,2015,USA,12,Male,5
89918,2015,USA,42,Male,5
89919,2015,USA,40,Female,5
