i,t,m,age,sex,HH_size
86884,2015,USA,6,Male,6
86885,2015,USA,26,Male,3
86886,2015,USA,52,Male,4
86887,2015,USA,58,Male,1
86888,2015,USA,24,Male,3
86889,2015,USA,47,Female,4
86890,2015,USA,6,Female,6
86891,2015,USA,10,Male,7
86892,2015,USA,11,Male,5
86893,2015,USA,7,Female,4
86894,2015,USA,45,Male,6
86895,2015,USA,8,Female,6
86896,2015,USA,5.40E-79,Male,3
86897,2015,USA,40,Male,1
86898,2015,USA,80,Female,1
86899,2015,USA,22,Male,5
86900,2015,USA,2,Female,6
86901,2015,USA,54,Female,4
86902,2015,USA,80,Male,1
86903,2015,USA,61,Female,2
86904,2015,USA,1,Male,7
86905,2015,USA,26,Female,2
86906,2015,USA,33,Male,3
86907,2015,USA,2,Male,6
86908,2015,USA,41,Female,2
86909,2015,USA,48,Male,2
86910,2015,USA,38,Male,5
86911,2015,USA,25,Male,2
86912,2015,USA,4,Female,3
86913,2015,USA,77,Male,2
86914,2015,USA,9,Male,5
86915,2015,USA,12,Female,7
86916,2015,USA,74,Female,2
86917,2015,USA,13,Male,4
86918,2015,USA,51,Female,4
86919,2015,USA,9,Female,5
86920,2015,USA,27,Male,3
86921,2015,USA,4,Female,4
86922,2015,USA,33,Female,2
86923,2015,USA,31,Female,4
86924,2015,USA,5,Female,6
86925,2015,USA,80,Male,2
86926,2015,USA,5,Male,7
86927,2015,USA,69,Female,1
86928,2015,USA,52,Male,1
86929,2015,USA,52,Male,6
86930,2015,USA,46,Male,3
86931,2015,USA,80,Female,2
86932,2015,USA,59,Male,4
86933,2015,USA,30,Female,4
86934,2015,USA,29,Male,3
86935,2015,USA,14,Female,4
86936,2015,USA,4,Female,5
86937,2015,USA,17,Male,7
86938,2015,USA,9,Male,6
86939,2015,USA,35,Male,2
86940,2015,USA,64,Male,2
86941,2015,USA,45,Female,5
86942,2015,USA,50,Male,1
86943,2015,USA,13,Female,5
86944,2015,USA,5.40E-79,Female,6
86945,2015,USA,5,Female,6
86946,2015,USA,7,Male,6
86947,2015,USA,30,Male,3
86948,2015,USA,8,Male,5
86949,2015,USA,77,Male,2
86950,2015,USA,80,Female,2
86951,2015,USA,1,Female,3
86952,2015,USA,80,Female,1
86953,2015,USA,10,Female,6
86954,2015,USA,6,Male,6
86955,2015,USA,74,Female,6
86956,2015,USA,11,Female,4
86957,2015,USA,2,Male,7
86958,2015,USA,17,Male,5
86959,2015,USA,36,Female,1
86960,2015,USA,22,Female,3
86961,2015,USA,25,Female,4
86962,2015,USA,13,Female,7
86963,2015,USA,6,Female,5
86964,2015,USA,6,Male,5
86965,2015,USA,80,Male,7
86966,2015,USA,80,Female,1
86967,2015,USA,51,Female,2
86968,2015,USA,25,Female,2
86969,2015,USA,41,Male,3
86970,2015,USA,20,Male,4
86971,2015,USA,24,Male,3
86972,2015,USA,42,Female,4
86973,2015,USA,11,Female,5
86974,2015,USA,47,Male,3
86975,2015,USA,5.40E-79,Male,4
86976,2015,USA,3,Female,4
86977,2015,USA,29,Female,3
86978,2015,USA,16,Female,4
86979,2015,USA,15,Male,3
86980,2015,USA,54,Male,1
86981,2015,USA,27,Female,3
86982,2015,USA,66,Male,7
86983,2015,USA,34,Male,3
86984,2015,USA,7,Female,5
86985,2015,USA,34,Male,1
86986,2015,USA,26,Male,7
86987,2015,USA,76,Male,2
86988,2015,USA,19,Male,7
86989,2015,USA,44,Male,7
86990,2015,USA,35,Female,6
86991,2015,USA,76,Female,1
86992,2015,USA,23,Male,2
86993,2015,USA,15,Female,4
86994,2015,USA,70,Male,2
86995,2015,USA,7,Female,5
86996,2015,USA,41,Female,4
86997,2015,USA,51,Male,2
86998,2015,USA,64,Male,2
86999,2015,USA,76,Male,1
87000,2015,USA,64,Female,2
87001,2015,USA,8,Male,2
87002,2015,USA,14,Male,3
87003,2015,USA,53,Male,2
87004,2015,USA,37,Male,6
87005,2015,USA,31,Female,5
87006,2015,USA,5.40E-79,Male,5
87007,2015,USA,45,Female,4
87008,2015,USA,63,Male,1
87009,2015,USA,6,Male,5
87010,2015,USA,61,Female,3
87011,2015,USA,5.40E-79,Male,5
87012,2015,USA,13,Female,3
87013,2015,USA,5.40E-79,Female,6
87014,2015,USA,79,Female,2
87015,2015,USA,9,Female,3
87016,2015,USA,53,Female,3
87017,2015,USA,11,Female,4
87018,2015,USA,49,Female,3
87019,2015,USA,80,Male,3
87020,2015,USA,5.40E-79,Male,3
87021,2015,USA,58,Male,2
87022,2015,USA,4,Female,5
87023,2015,USA,7,Male,5
87024,2015,USA,80,Female,2
87025,2015,USA,11,Female,4
87026,2015,USA,21,Female,4
87027,2015,USA,4,Male,6
87028,2015,USA,27,Female,2
87029,2015,USA,2,Female,6
87030,2015,USA,36,Female,2
87031,2015,USA,48,Female,5
87032,2015,USA,75,Male,2
87033,2015,USA,12,Female,3
87034,2015,USA,16,Male,6
87035,2015,USA,29,Male,3
87036,2015,USA,22,Male,4
87037,2015,USA,13,Male,7
87038,2015,USA,9,Male,4
87039,2015,USA,37,Female,3
87040,2015,USA,6,Male,7
87041,2015,USA,3,Female,5
87042,2015,USA,17,Male,3
87043,2015,USA,17,Male,5
87044,2015,USA,32,Female,6
87045,2015,USA,6,Female,4
87046,2015,USA,32,Female,4
87047,2015,USA,7,Male,2
87048,2015,USA,69,Male,1
87049,2015,USA,62,Female,2
87050,2015,USA,46,Female,5
87051,2015,USA,36,Male,5
87052,2015,USA,80,Female,1
87053,2015,USA,34,Female,7
87054,2015,USA,7,Female,5
87055,2015,USA,80,Male,2
87056,2015,USA,18,Female,5
87057,2015,USA,14,Male,6
87058,2015,USA,14,Female,7
87059,2015,USA,5.40E-79,Female,3
87060,2015,USA,13,Male,4
87061,2015,USA,80,Male,2
87062,2015,USA,6,Male,4
87063,2015,USA,18,Male,6
87064,2015,USA,64,Male,1
87065,2015,USA,7,Female,3
87066,2015,USA,28,Female,4
87067,2015,USA,79,Female,3
87068,2015,USA,2,Female,4
87069,2015,USA,49,Male,4
87070,2015,USA,1,Female,6
87071,2015,USA,14,Male,4
87072,2015,USA,52,Male,4
87073,2015,USA,27,Male,4
87074,2015,USA,22,Male,4
87075,2015,USA,8,Female,4
87076,2015,USA,3,Male,5
87077,2015,USA,16,Male,7
87078,2015,USA,63,Female,4
87079,2015,USA,65,Male,2
87080,2015,USA,33,Female,6
87081,2015,USA,58,Female,7
87082,2015,USA,1,Female,4
87083,2015,USA,13,Male,3
87084,2015,USA,56,Female,1
87085,2015,USA,5.40E-79,Male,6
87086,2015,USA,60,Female,7
87087,2015,USA,2,Male,4
87088,2015,USA,27,Female,3
87089,2015,USA,11,Female,3
87090,2015,USA,34,Female,2
87091,2015,USA,5.40E-79,Male,5
87092,2015,USA,16,Female,6
87093,2015,USA,8,Male,6
87094,2015,USA,33,Male,7
87095,2015,USA,17,Male,5
87096,2015,USA,5,Female,4
87097,2015,USA,2,Female,4
87098,2015,USA,18,Male,4
87099,2015,USA,66,Female,2
87100,2015,USA,23,Female,5
87101,2015,USA,12,Male,6
87102,2015,USA,6,Male,7
87103,2015,USA,17,Male,4
87104,2015,USA,6,Male,4
87105,2015,USA,10,Female,5
87106,2015,USA,4,Male,4
87107,2015,USA,24,Male,4
87108,2015,USA,52,Male,2
87109,2015,USA,67,Female,2
87110,2015,USA,2,Female,4
87111,2015,USA,67,Male,2
87112,2015,USA,60,Female,1
87113,2015,USA,68,Male,5
87114,2015,USA,60,Male,2
87115,2015,USA,66,Female,2
87116,2015,USA,9,Female,7
87117,2015,USA,15,Female,6
87118,2015,USA,54,Male,5
87119,2015,USA,41,Male,2
87120,2015,USA,21,Female,5
87121,2015,USA,6,Male,6
87122,2015,USA,65,Female,2
87123,2015,USA,68,Male,3
87124,2015,USA,21,Male,6
87125,2015,USA,77,Male,5
87126,2015,USA,11,Male,7
87127,2015,USA,51,Female,5
87128,2015,USA,46,Female,4
87129,2015,USA,28,Female,2
87130,2015,USA,42,Female,3
87131,2015,USA,27,Female,7
87132,2015,USA,39,Male,4
87133,2015,USA,15,Male,2
87134,2015,USA,5.40E-79,Male,7
87135,2015,USA,57,Male,4
87136,2015,USA,6,Female,6
87137,2015,USA,26,Male,3
87138,2015,USA,45,Male,4
87139,2015,USA,5.40E-79,Male,3
87140,2015,USA,36,Male,1
87141,2015,USA,37,Male,3
87142,2015,USA,31,Female,7
87143,2015,USA,38,Female,4
87144,2015,USA,5.40E-79,Female,3
87145,2015,USA,78,Male,2
87146,2015,USA,3,Female,5
87147,2015,USA,20,Female,2
87148,2015,USA,55,Female,1
87149,2015,USA,19,Male,6
87150,2015,USA,60,Female,2
87151,2015,USA,8,Female,4
87152,2015,USA,10,Female,5
87153,2015,USA,5.40E-79,Male,7
87154,2015,USA,30,Female,5
87155,2015,USA,71,Female,2
87156,2015,USA,57,Female,1
87157,2015,USA,1,Male,6
87158,2015,USA,65,Female,1
87159,2015,USA,22,Female,6
87160,2015,USA,8,Female,2
87161,2015,USA,80,Female,1
87162,2015,USA,35,Female,5
87163,2015,USA,44,Female,4
87164,2015,USA,18,Male,4
87165,2015,USA,35,Female,7
87166,2015,USA,18,Female,3
87167,2015,USA,80,Female,1
87168,2015,USA,49,Male,6
87169,2015,USA,39,Female,2
87170,2015,USA,50,Male,7
87171,2015,USA,40,Female,5
87172,2015,USA,42,Male,2
87173,2015,USA,3,Male,5
87174,2015,USA,27,Female,3
87175,2015,USA,69,Male,2
87176,2015,USA,27,Male,3
87177,2015,USA,57,Male,6
87178,2015,USA,54,Male,4
87179,2015,USA,34,Female,2
87180,2015,USA,33,Female,5
87181,2015,USA,43,Female,4
87182,2015,USA,3,Male,4
87183,2015,USA,5.40E-79,Male,5
87184,2015,USA,4,Female,6
87185,2015,USA,24,Female,5
87186,2015,USA,61,Male,3
87187,2015,USA,45,Male,5
87188,2015,USA,5,Female,7
87189,2015,USA,52,Female,3
87190,2015,USA,38,Male,1
87191,2015,USA,17,Female,3
87192,2015,USA,18,Female,3
87193,2015,USA,80,Female,2
87194,2015,USA,31,Female,3
87195,2015,USA,8,Male,5
87196,2015,USA,12,Female,4
87197,2015,USA,33,Male,7
87198,2015,USA,69,Male,1
87199,2015,USA,55,Male,7
87200,2015,USA,28,Female,2
87201,2015,USA,32,Male,1
87202,2015,USA,39,Male,2
87203,2015,USA,10,Male,5
87204,2015,USA,70,Female,6
87205,2015,USA,18,Male,7
87206,2015,USA,2,Male,3
87207,2015,USA,30,Female,4
87208,2015,USA,35,Male,4
87209,2015,USA,62,Female,1
87210,2015,USA,80,Male,2
87211,2015,USA,41,Male,6
87212,2015,USA,15,Female,3
87213,2015,USA,8,Female,7
87214,2015,USA,38,Male,3
87215,2015,USA,70,Male,2
87216,2015,USA,10,Female,6
87217,2015,USA,73,Male,2
87218,2015,USA,9,Male,4
87219,2015,USA,42,Female,3
87220,2015,USA,2,Female,4
87221,2015,USA,63,Male,2
87222,2015,USA,1,Male,3
87223,2015,USA,55,Female,3
87224,2015,USA,5.40E-79,Female,5
87225,2015,USA,35,Male,3
87226,2015,USA,41,Female,6
87227,2015,USA,16,Male,5
87228,2015,USA,62,Male,4
87229,2015,USA,43,Female,4
87230,2015,USA,27,Male,3
87231,2015,USA,57,Male,3
87232,2015,USA,17,Male,4
87233,2015,USA,35,Male,4
87234,2015,USA,5,Male,5
87235,2015,USA,43,Male,4
87236,2015,USA,45,Female,7
87237,2015,USA,65,Female,2
87238,2015,USA,19,Female,4
87239,2015,USA,2,Male,5
87240,2015,USA,4,Male,4
87241,2015,USA,23,Female,2
87242,2015,USA,26,Male,5
87243,2015,USA,33,Female,6
87244,2015,USA,29,Female,2
87245,2015,USA,29,Male,2
87246,2015,USA,58,Male,7
87247,2015,USA,6,Male,7
87248,2015,USA,55,Male,1
87249,2015,USA,9,Male,5
87250,2015,USA,49,Female,2
87251,2015,USA,50,Female,6
87252,2015,USA,17,Male,7
87253,2015,USA,18,Male,4
87254,2015,USA,1,Male,3
87255,2015,USA,45,Female,1
87256,2015,USA,65,Male,1
87257,2015,USA,59,Female,2
87258,2015,USA,30,Female,5
87259,2015,USA,5.40E-79,Male,7
87260,2015,USA,61,Male,5
87261,2015,USA,73,Female,1
87262,2015,USA,29,Male,3
87263,2015,USA,53,Male,2
87264,2015,USA,38,Male,2
87265,2015,USA,42,Male,4
87266,2015,USA,2,Female,6
87267,2015,USA,1,Female,6
87268,2015,USA,56,Female,2
87269,2015,USA,13,Female,5
87270,2015,USA,63,Male,2
87271,2015,USA,4,Male,5
87272,2015,USA,4,Female,6
87273,2015,USA,5.40E-79,Female,3
87274,2015,USA,55,Female,4
87275,2015,USA,75,Male,2
87276,2015,USA,44,Female,6
87277,2015,USA,25,Female,6
87278,2015,USA,46,Male,2
87279,2015,USA,19,Female,5
87280,2015,USA,4,Male,5
87281,2015,USA,48,Female,2
87282,2015,USA,8,Female,6
87283,2015,USA,42,Female,5
87284,2015,USA,80,Male,7
87285,2015,USA,3,Male,6
87286,2015,USA,16,Male,4
87287,2015,USA,80,Female,3
87288,2015,USA,53,Male,3
87289,2015,USA,37,Female,3
87290,2015,USA,62,Female,1
87291,2015,USA,39,Male,5
87292,2015,USA,41,Male,3
87293,2015,USA,12,Female,7
87294,2015,USA,64,Female,3
87295,2015,USA,5.40E-79,Female,5
87296,2015,USA,11,Male,6
87297,2015,USA,46,Female,5
87298,2015,USA,28,Male,7
87299,2015,USA,9,Male,6
87300,2015,USA,9,Male,5
87301,2015,USA,69,Male,2
87302,2015,USA,6,Female,3
87303,2015,USA,40,Female,3
87304,2015,USA,12,Female,5
87305,2015,USA,5.40E-79,Male,4
87306,2015,USA,56,Female,3
87307,2015,USA,11,Female,3
87308,2015,USA,80,Female,1
87309,2015,USA,10,Female,5
87310,2015,USA,29,Male,2
87311,2015,USA,47,Female,5
87312,2015,USA,29,Male,1
87313,2015,USA,5.40E-79,Female,7
87314,2015,USA,67,Female,1
87315,2015,USA,30,Female,3
87316,2015,USA,78,Female,3
87317,2015,USA,36,Female,2
87318,2015,USA,30,Female,5
87319,2015,USA,52,Female,2
87320,2015,USA,43,Male,4
87321,2015,USA,68,Female,3
87322,2015,USA,58,Female,2
87323,2015,USA,5,Male,3
87324,2015,USA,21,Male,4
87325,2015,USA,69,Female,1
87326,2015,USA,25,Female,2
87327,2015,USA,13,Male,4
87328,2015,USA,1,Male,4
87329,2015,USA,52,Female,5
87330,2015,USA,36,Female,6
87331,2015,USA,2,Female,4
87332,2015,USA,14,Female,5
87333,2015,USA,40,Male,4
87334,2015,USA,36,Male,7
87335,2015,USA,80,Female,2
87336,2015,USA,26,Male,4
87337,2015,USA,60,Female,2
87338,2015,USA,72,Male,2
87339,2015,USA,2,Male,3
87340,2015,USA,14,Male,4
87341,2015,USA,24,Male,1
87342,2015,USA,73,Female,3
87343,2015,USA,62,Female,1
87344,2015,USA,22,Male,1
87345,2015,USA,52,Female,2
87346,2015,USA,32,Female,6
87347,2015,USA,57,Male,7
87348,2015,USA,5.40E-79,Female,3
87349,2015,USA,25,Male,2
87350,2015,USA,43,Male,5
87351,2015,USA,38,Male,1
87352,2015,USA,8,Male,4
87353,2015,USA,30,Female,2
87354,2015,USA,36,Male,5
87355,2015,USA,9,Male,4
87356,2015,USA,10,Female,4
87357,2015,USA,5,Male,6
87358,2015,USA,7,Male,5
87359,2015,USA,5.40E-79,Male,3
87360,2015,USA,67,Female,2
87361,2015,USA,11,Female,6
87362,2015,USA,25,Male,2
87363,2015,USA,6,Female,5
87364,2015,USA,11,Male,7
87365,2015,USA,30,Male,1
87366,2015,USA,2,Male,7
87367,2015,USA,14,Female,7
87368,2015,USA,9,Male,3
87369,2015,USA,24,Female,4
87370,2015,USA,37,Male,1
87371,2015,USA,15,Female,4
87372,2015,USA,53,Female,5
87373,2015,USA,29,Male,1
87374,2015,USA,12,Female,7
87375,2015,USA,40,Male,1
87376,2015,USA,40,Female,3
87377,2015,USA,54,Male,6
87378,2015,USA,2,Male,5
87379,2015,USA,29,Male,4
87380,2015,USA,48,Male,4
87381,2015,USA,56,Female,2
87382,2015,USA,13,Male,7
87383,2015,USA,36,Male,4
87384,2015,USA,79,Female,1
87385,2015,USA,28,Male,4
87386,2015,USA,35,Male,3
87387,2015,USA,63,Male,3
87388,2015,USA,70,Female,1
87389,2015,USA,63,Female,3
87390,2015,USA,11,Male,6
87391,2015,USA,21,Male,5
87392,2015,USA,80,Female,1
87393,2015,USA,26,Male,3
87394,2015,USA,6,Male,5
87395,2015,USA,8,Female,6
87396,2015,USA,5.40E-79,Male,7
87397,2015,USA,6,Male,5
87398,2015,USA,40,Male,6
87399,2015,USA,14,Female,5
87400,2015,USA,56,Female,4
87401,2015,USA,5.40E-79,Female,5
87402,2015,USA,5.40E-79,Male,6
87403,2015,USA,14,Male,4
87404,2015,USA,7,Male,7
87405,2015,USA,2,Female,4
87406,2015,USA,22,Male,3
87407,2015,USA,1,Male,6
87408,2015,USA,16,Female,7
87409,2015,USA,44,Female,3
87410,2015,USA,14,Female,5
87411,2015,USA,3,Female,4
87412,2015,USA,33,Male,1
87413,2015,USA,41,Male,3
87414,2015,USA,2,Female,3
87415,2015,USA,59,Male,2
87416,2015,USA,69,Female,4
87417,2015,USA,60,Male,3
87418,2015,USA,31,Female,7
87419,2015,USA,5.40E-79,Female,7
87420,2015,USA,1,Male,6
87421,2015,USA,5.40E-79,Female,3
87422,2015,USA,20,Male,5
87423,2015,USA,31,Female,4
87424,2015,USA,5.40E-79,Female,3
87425,2015,USA,79,Female,2
87426,2015,USA,48,Male,6
87427,2015,USA,22,Female,5
87428,2015,USA,58,Male,2
87429,2015,USA,65,Female,2
87430,2015,USA,38,Male,5
87431,2015,USA,8,Male,7
87432,2015,USA,18,Female,3
87433,2015,USA,74,Male,3
87434,2015,USA,1,Male,2
87435,2015,USA,80,Male,2
87436,2015,USA,36,Female,6
87437,2015,USA,43,Male,4
87438,2015,USA,8,Male,7
87439,2015,USA,14,Male,7
87440,2015,USA,39,Female,4
87441,2015,USA,19,Female,7
87442,2015,USA,8,Female,6
87443,2015,USA,15,Male,2
87444,2015,USA,2,Male,5
87445,2015,USA,67,Female,1
87446,2015,USA,11,Male,5
87447,2015,USA,37,Female,3
87448,2015,USA,49,Male,5
87449,2015,USA,5.40E-79,Female,5
87450,2015,USA,4,Male,4
87451,2015,USA,71,Female,2
87452,2015,USA,15,Female,7
87453,2015,USA,5.40E-79,Male,4
87454,2015,USA,56,Female,4
87455,2015,USA,19,Male,4
87456,2015,USA,13,Male,5
87457,2015,USA,13,Female,7
87458,2015,USA,6,Male,6
87459,2015,USA,31,Female,5
87460,2015,USA,8,Female,3
87461,2015,USA,76,Male,1
87462,2015,USA,80,Female,1
87463,2015,USA,22,Male,4
87464,2015,USA,70,Male,4
87465,2015,USA,1,Male,7
87466,2015,USA,75,Female,2
87467,2015,USA,12,Female,5
87468,2015,USA,80,Male,1
87469,2015,USA,1,Male,5
87470,2015,USA,40,Female,5
87471,2015,USA,15,Male,5
87472,2015,USA,22,Male,5
87473,2015,USA,44,Female,5
87474,2015,USA,27,Female,3
87475,2015,USA,63,Female,2
87476,2015,USA,58,Female,2
87477,2015,USA,59,Male,3
87478,2015,USA,14,Female,7
87479,2015,USA,4,Male,4
87480,2015,USA,31,Female,2
87481,2015,USA,42,Male,4
87482,2015,USA,29,Female,3
87483,2015,USA,18,Male,7
87484,2015,USA,62,Female,6
87485,2015,USA,12,Male,4
87486,2015,USA,46,Male,7
87487,2015,USA,43,Female,3
87488,2015,USA,44,Male,7
87489,2015,USA,61,Male,2
87490,2015,USA,58,Male,2
87491,2015,USA,9,Male,7
87492,2015,USA,56,Female,7
87493,2015,USA,6,Male,7
87494,2015,USA,59,Male,2
87495,2015,USA,9,Female,6
87496,2015,USA,58,Male,1
87497,2015,USA,70,Female,1
87498,2015,USA,77,Female,1
87499,2015,USA,8,Male,7
87500,2015,USA,19,Male,6
87501,2015,USA,36,Female,6
87502,2015,USA,9,Female,3
87503,2015,USA,53,Female,3
87504,2015,USA,5.40E-79,Female,4
87505,2015,USA,52,Male,3
87506,2015,USA,48,Male,4
87507,2015,USA,62,Male,2
87508,2015,USA,20,Female,7
87509,2015,USA,8,Male,4
87510,2015,USA,29,Female,4
87511,2015,USA,71,Female,2
87512,2015,USA,44,Female,4
87513,2015,USA,56,Female,2
87514,2015,USA,23,Female,2
87515,2015,USA,70,Female,2
87516,2015,USA,43,Female,1
87517,2015,USA,17,Female,5
87518,2015,USA,1,Female,4
87519,2015,USA,67,Male,2
87520,2015,USA,39,Female,4
87521,2015,USA,20,Male,3
87522,2015,USA,26,Female,2
87523,2015,USA,19,Female,5
87524,2015,USA,33,Male,5
87525,2015,USA,2,Female,5
87526,2015,USA,6,Female,2
87527,2015,USA,14,Female,3
87528,2015,USA,6,Male,5
87529,2015,USA,21,Male,5
87530,2015,USA,27,Male,2
87531,2015,USA,78,Male,1
87532,2015,USA,12,Female,4
87533,2015,USA,64,Male,3
87534,2015,USA,67,Male,2
87535,2015,USA,11,Female,6
87536,2015,USA,11,Male,7
87537,2015,USA,5.40E-79,Male,3
87538,2015,USA,68,Male,5
87539,2015,USA,31,Female,2
87540,2015,USA,2,Male,3
87541,2015,USA,1,Female,5
87542,2015,USA,13,Male,5
87543,2015,USA,7,Female,5
87544,2015,USA,28,Female,2
87545,2015,USA,75,Female,2
87546,2015,USA,9,Male,5
87547,2015,USA,9,Male,4
87548,2015,USA,27,Male,6
87549,2015,USA,1,Female,5
87550,2015,USA,9,Female,4
87551,2015,USA,38,Male,3
87552,2015,USA,8,Female,4
87553,2015,USA,5,Male,5
87554,2015,USA,52,Female,6
87555,2015,USA,31,Female,3
87556,2015,USA,65,Male,2
87557,2015,USA,3,Female,5
87558,2015,USA,15,Female,4
87559,2015,USA,80,Male,2
87560,2015,USA,58,Female,2
87561,2015,USA,2,Female,4
87562,2015,USA,9,Male,4
87563,2015,USA,12,Male,3
87564,2015,USA,34,Male,3
87565,2015,USA,36,Female,1
87566,2015,USA,6,Female,4
87567,2015,USA,11,Male,7
87568,2015,USA,73,Male,2
87569,2015,USA,3,Female,5
87570,2015,USA,9,Female,3
87571,2015,USA,19,Female,3
87572,2015,USA,17,Male,7
87573,2015,USA,55,Male,6
87574,2015,USA,14,Male,6
87575,2015,USA,7,Male,7
87576,2015,USA,9,Female,7
87577,2015,USA,57,Female,2
87578,2015,USA,12,Male,5
87579,2015,USA,1,Male,6
87580,2015,USA,51,Female,6
87581,2015,USA,80,Male,2
87582,2015,USA,76,Male,5
87583,2015,USA,61,Male,2
87584,2015,USA,17,Female,6
87585,2015,USA,51,Female,3
87586,2015,USA,43,Male,5
87587,2015,USA,54,Male,4
87588,2015,USA,13,Male,5
87589,2015,USA,5.40E-79,Male,3
87590,2015,USA,1,Female,4
87591,2015,USA,47,Male,4
87592,2015,USA,38,Male,2
87593,2015,USA,80,Male,2
87594,2015,USA,35,Female,1
87595,2015,USA,6,Male,4
87596,2015,USA,60,Female,2
87597,2015,USA,5.40E-79,Male,4
87598,2015,USA,27,Female,5
87599,2015,USA,27,Male,2
87600,2015,USA,30,Female,2
87601,2015,USA,52,Male,5
87602,2015,USA,18,Female,7
87603,2015,USA,33,Male,5
87604,2015,USA,15,Male,4
87605,2015,USA,54,Female,1
87606,2015,USA,52,Female,1
87607,2015,USA,68,Male,4
87608,2015,USA,53,Male,5
87609,2015,USA,5.40E-79,Female,4
87610,2015,USA,4,Female,5
87611,2015,USA,5.40E-79,Male,3
87612,2015,USA,14,Male,6
87613,2015,USA,15,Male,5
87614,2015,USA,5.40E-79,Female,7
87615,2015,USA,10,Male,5
87616,2015,USA,5,Male,4
87617,2015,USA,7,Male,4
87618,2015,USA,8,Female,4
87619,2015,USA,5.40E-79,Male,5
87620,2015,USA,1,Male,4
87621,2015,USA,6,Female,6
87622,2015,USA,9,Female,3
87623,2015,USA,43,Male,4
87624,2015,USA,7,Male,4
87625,2015,USA,1,Male,3
87626,2015,USA,63,Male,2
87627,2015,USA,80,Male,4
87628,2015,USA,80,Male,2
87629,2015,USA,2,Female,5
87630,2015,USA,54,Male,6
87631,2015,USA,1,Male,3
87632,2015,USA,38,Female,4
87633,2015,USA,46,Female,2
87634,2015,USA,30,Female,2
87635,2015,USA,6,Male,5
87636,2015,USA,42,Female,5
87637,2015,USA,55,Male,6
87638,2015,USA,52,Female,4
87639,2015,USA,65,Male,2
87640,2015,USA,37,Female,7
87641,2015,USA,54,Female,5
87642,2015,USA,16,Male,6
87643,2015,USA,10,Female,7
87644,2015,USA,10,Male,6
87645,2015,USA,42,Female,4
87646,2015,USA,80,Female,2
87647,2015,USA,17,Female,4
87648,2015,USA,39,Female,1
87649,2015,USA,44,Male,4
87650,2015,USA,2,Male,3
87651,2015,USA,1,Female,3
87652,2015,USA,80,Female,2
87653,2015,USA,37,Female,6
87654,2015,USA,19,Male,7
87655,2015,USA,57,Male,2
87656,2015,USA,14,Male,6
87657,2015,USA,22,Male,7
87658,2015,USA,5.40E-79,Male,4
87659,2015,USA,7,Male,7
87660,2015,USA,4,Male,4
87661,2015,USA,56,Female,1
87662,2015,USA,15,Male,5
87663,2015,USA,50,Male,4
87664,2015,USA,34,Female,3
87665,2015,USA,44,Female,7
87666,2015,USA,16,Female,4
87667,2015,USA,32,Female,4
87668,2015,USA,37,Female,5
87669,2015,USA,49,Female,3
87670,2015,USA,11,Male,5
87671,2015,USA,52,Male,2
87672,2015,USA,37,Male,4
87673,2015,USA,68,Male,4
87674,2015,USA,10,Male,3
87675,2015,USA,17,Female,6
87676,2015,USA,6,Female,4
87677,2015,USA,80,Female,1
87678,2015,USA,5,Female,4
87679,2015,USA,12,Male,4
87680,2015,USA,15,Female,4
87681,2015,USA,17,Male,5
87682,2015,USA,9,Male,5
87683,2015,USA,13,Female,3
87684,2015,USA,44,Male,2
