t,m,i,F 00-03,F 04-08,F 09-13,F 14-18,F 19-30,F 31-50,F 51+,M 00-03,M 04-08,M 09-13,M 14-18,M 19-30,M 31-50,M 51+,log HSize
2012-13,Brong Ahafo,60882/08,,,,,,,,,,,,2,,1,1.098612289
2012-13,Brong Ahafo,60882/09,,1,,,1,,,1,,1,,,1,,1.609437912
2012-13,Brong Ahafo,60882/10,,,,,1,,,1,2,2,,,1,,1.945910149
2012-13,Brong Ahafo,60882/11,,,,,,,1,,,,1,1,1,,1.386294361
2012-13,Brong Ahafo,60882/12,,,,,1,,,,,,,,,,
2012-13,Brong Ahafo,60882/13,1,1,1,,1,,,,,1,,,1,,1.791759469
2012-13,Brong Ahafo,60882/14,,1,,,,1,,,,,,,1,,1.098612289
2012-13,Brong Ahafo,60882/15,,,,,,1,,1,2,,,,1,,1.609437912
2012-13,Brong Ahafo,60883/01,,,,,,,,,,,,1,,,
2012-13,Brong Ahafo,60883/02,1,1,1,1,1,,,,,,,,1,,1.791759469
2012-13,Brong Ahafo,60883/03,,,,,,1,,,1,2,1,,,,1.609437912
2012-13,Brong Ahafo,60883/04,,,,,,,,,,,,,1,,
2012-13,Brong Ahafo,60883/05,,,,,1,,,2,1,1,,,1,,1.791759469
2012-13,Brong Ahafo,60883/06,,1,,1,,1,,,1,,,,,1,1.609437912
2012-13,Brong Ahafo,60883/07,,,,,1,,,2,,,,1,,,1.386294361
2012-13,Brong Ahafo,60883/08,1,,1,,,1,,,1,,,,1,,1.609437912
2012-13,Brong Ahafo,60883/09,1,,,,1,,,1,,,,1,,,1.386294361
2012-13,Brong Ahafo,60883/11,,,,1,1,1,,,2,1,,1,1,,2.079441542
2012-13,Brong Ahafo,60883/12,,,,,,,,,,,,,1,,
2012-13,Brong Ahafo,60883/13,,,2,,,,1,,,,,2,,1,1.791759469
2012-13,Brong Ahafo,60883/14,,1,1,,1,,,1,,,,1,,,1.609437912
2012-13,Brong Ahafo,60883/15,1,1,,,1,1,,,1,3,,,,1,2.197224577
2012-13,Brong Ahafo,60884/01,,,,,1,,1,,,,,,,,0.6931471806
2012-13,Brong Ahafo,60884/02,1,,,1,,,,1,,,,,1,,1.386294361
2012-13,Brong Ahafo,60884/03,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Brong Ahafo,60884/04,,,,1,1,1,,,,1,,,,,1.386294361
2012-13,Brong Ahafo,60884/06,,,,,1,,,,,,,,,,
2012-13,Brong Ahafo,60884/07,,,,1,,1,,,,,,1,,1,1.386294361
2012-13,Brong Ahafo,60884/08,,,1,2,,1,,,,1,1,,,,1.791759469
2012-13,Brong Ahafo,60884/09,,1,1,1,,1,,,,,1,,1,,1.791759469
2012-13,Brong Ahafo,60884/10,,,,,,,,,,,,,1,,
2012-13,Brong Ahafo,60884/12,,1,,2,,,1,,,1,,2,,1,2.079441542
2012-13,Brong Ahafo,60884/13,1,,,1,,,1,,,,,,,,1.098612289
2012-13,Brong Ahafo,60885/01,,,,,,,,,,,,,1,,
2012-13,Brong Ahafo,60885/02,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Brong Ahafo,60885/03,,,,,1,1,,,,1,,,,,1.098612289
2012-13,Brong Ahafo,60885/04,1,,,,,1,,,,2,,,1,,1.609437912
2012-13,Brong Ahafo,60885/05,,,1,,1,,,1,,1,,,1,,1.609437912
2012-13,Brong Ahafo,60885/06,,,,,,,,,,,,1,,,
2012-13,Brong Ahafo,60885/07,,1,,2,1,1,,,,1,,1,,1,2.079441542
2012-13,Brong Ahafo,60885/08,,,,,,,1,,,,,1,,1,1.098612289
2012-13,Brong Ahafo,60885/09,,1,,,1,,,1,,,,1,,,1.386294361
2012-13,Brong Ahafo,60885/10,,1,,1,,1,,1,,1,1,,,,1.791759469
2012-13,Brong Ahafo,60885/11,,,,,1,,,,,,,,,,
2012-13,Brong Ahafo,60885/12,,,1,1,,1,1,,,1,,,,,1.609437912
2012-13,Brong Ahafo,60885/13,,,,2,1,1,2,2,1,,,1,1,,2.397895273
2012-13,Brong Ahafo,60885/14,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Brong Ahafo,60885/15,,,,,,1,,,,2,2,1,1,,1.945910149
2012-13,Brong Ahafo,60886/01,,,,,,,,,,,,2,,,0.6931471806
2012-13,Brong Ahafo,60886/02,,,1,1,,1,,,1,,2,,,1,1.945910149
2012-13,Brong Ahafo,60886/03,,1,,1,,1,,,,,,,,,1.098612289
2012-13,Brong Ahafo,60886/04,2,,,,2,,1,,1,1,,,1,1,2.197224577
2012-13,Brong Ahafo,60886/05,,,,1,,1,,,1,,,,1,,1.386294361
2012-13,Brong Ahafo,60886/06,,,,,,,,,,,,,1,,
2012-13,Brong Ahafo,60886/07,,,,,2,1,,,,,1,,,,1.386294361
2012-13,Brong Ahafo,60886/08,,,1,1,,1,,,1,,,,1,,1.609437912
2012-13,Brong Ahafo,60886/09,1,,,,1,,,1,,,,,1,,1.386294361
2012-13,Brong Ahafo,60886/10,,,,,1,1,,,,,,,,,0.6931471806
2012-13,Brong Ahafo,60886/11,,,,,2,1,,,,,1,2,,1,1.945910149
2012-13,Brong Ahafo,60886/12,,,,,,1,,,,,,,1,,0.6931471806
2012-13,Brong Ahafo,60886/13,,,,,,,,,,,,,1,,
2012-13,Brong Ahafo,60886/14,1,,,,,1,,,1,1,,,1,,1.609437912
2012-13,Brong Ahafo,60886/15,,,,,,1,,,,,,,1,,0.6931471806
2012-13,Brong Ahafo,60887/01,1,1,1,2,,1,,,,1,,1,1,,2.197224577
2012-13,Brong Ahafo,60887/02,,,,,,,,,,,,,,1,
2012-13,Brong Ahafo,60887/04,,2,1,,,1,,1,,1,1,1,1,,2.197224577
2012-13,Brong Ahafo,60887/05,,,,1,,,1,,1,2,,3,1,1,2.302585093
2012-13,Brong Ahafo,60887/06,1,,,1,,1,,,,2,,1,1,,1.945910149
2012-13,Brong Ahafo,60887/07,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Brong Ahafo,60887/08,,2,,1,2,1,,1,,1,,1,,1,2.302585093
2012-13,Brong Ahafo,60887/09,,1,1,,,1,,1,,1,1,,1,,1.945910149
2012-13,Brong Ahafo,60887/10,,,,1,,1,,,1,,,2,,1,1.791759469
2012-13,Brong Ahafo,60887/11,,,,,,1,,,,,,,,,
2012-13,Brong Ahafo,60887/12,,,,,,,,,,,,1,,,
2012-13,Brong Ahafo,60887/13,1,1,,1,1,1,,,,2,,,1,,2.079441542
2012-13,Brong Ahafo,60887/14,,,,,,1,,2,,1,1,,,1,1.791759469
2012-13,Brong Ahafo,60887/15,,,1,,,,1,,,,1,,,,1.098612289
2012-13,Brong Ahafo,60888/01,2,,,2,1,1,,,2,,,,1,,2.197224577
2012-13,Brong Ahafo,60888/02,,,,,,1,,,,,1,,1,,1.098612289
2012-13,Brong Ahafo,60888/03,1,,1,,,1,,,1,1,,,1,,1.791759469
2012-13,Brong Ahafo,60888/04,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Brong Ahafo,60888/05,1,,,,,1,,,1,1,,,1,,1.609437912
2012-13,Brong Ahafo,60888/06,1,1,,,,1,,,,1,,,1,,1.609437912
2012-13,Brong Ahafo,60888/07,,1,,1,,,1,,,,,,,,1.098612289
2012-13,Brong Ahafo,60888/08,,1,1,,,1,,1,,,1,,1,,1.791759469
2012-13,Brong Ahafo,60888/09,,,,,,1,,2,1,,1,,1,,1.791759469
2012-13,Brong Ahafo,60888/10,1,,,,1,,,,1,,,1,,,1.386294361
2012-13,Brong Ahafo,60888/11,,1,,,1,,1,1,,,,1,,1,1.791759469
2012-13,Brong Ahafo,60888/12,,,1,,1,,,1,,2,,,1,,1.791759469
2012-13,Brong Ahafo,60888/13,,2,,,2,,1,,1,,1,1,,1,2.197224577
2012-13,Brong Ahafo,60888/14,,,1,2,2,1,,,1,,,1,,1,2.197224577
2012-13,Brong Ahafo,60888/15,,1,1,,,1,,1,1,1,,,1,,1.945910149
2012-13,Northern,60889/01,,,,,,,1,,,,,,1,,0.6931471806
2012-13,Northern,60889/02,,,,,,,,,,,,,,1,
2012-13,Northern,60889/03,1,2,,,1,,,,,1,,,1,,1.791759469
2012-13,Northern,60889/04,,,,,,,,,,,,,1,,
2012-13,Northern,60889/05,,,,1,1,1,1,1,,,,3,1,1,2.302585093
2012-13,Northern,60889/06,,2,1,,1,2,,,1,,1,4,1,,2.564949357
2012-13,Northern,60889/07,,2,2,,2,1,,1,,,2,1,1,,2.48490665
2012-13,Northern,60889/08,,,,,,1,,,,,,,,1,0.6931471806
2012-13,Northern,60889/09,1,1,,,1,,,,,,,1,,1,1.609437912
2012-13,Northern,60889/10,2,1,,,2,,,1,,,,1,,,1.945910149
2012-13,Northern,60889/11,1,1,1,,,1,,,1,1,,,1,,1.945910149
2012-13,Northern,60889/12,,,,1,,,,,,,,,,,
2012-13,Northern,60889/13,,2,,1,2,1,,,,1,,1,,1,2.197224577
2012-13,Northern,60889/14,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Northern,60889/15,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Northern,60890/01,,,1,,,1,,1,,,2,,1,,1.791759469
2012-13,Northern,60890/02,,,1,,1,1,1,3,2,1,1,,,1,2.48490665
2012-13,Northern,60890/03,,1,,1,,,,,,,,2,,,1.386294361
2012-13,Northern,60890/04,,1,,,,1,,,,,,1,,,1.098612289
2012-13,Northern,60890/05,,1,1,1,,1,,,,,,1,,1,1.791759469
2012-13,Northern,60890/06,1,,,,1,,,1,,,,,1,,1.386294361
2012-13,Northern,60890/07,,3,1,,2,2,,1,2,3,1,,1,,2.772588722
2012-13,Northern,60890/08,,,,,1,,,2,,,,1,,,1.386294361
2012-13,Northern,60890/09,,,,,,,,,,,,1,,,
2012-13,Northern,60890/10,,1,,1,1,2,,,2,1,1,1,,1,2.397895273
2012-13,Northern,60890/11,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Northern,60890/12,1,1,,,1,,,,1,1,,,1,,1.791759469
2012-13,Northern,60890/13,,1,,,,1,,1,,1,,,1,1,1.791759469
2012-13,Northern,60890/14,1,2,,,,1,,,,3,1,,,1,2.197224577
2012-13,Northern,60890/15,,,1,,,1,,,1,2,,3,1,,2.197224577
2012-13,Northern,60891/01,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Northern,60891/02,2,2,,1,,1,,,,2,,,1,,2.197224577
2012-13,Northern,60891/03,1,1,1,,,1,,,,,2,,1,,1.945910149
2012-13,Northern,60891/04,1,1,,,1,,,1,,,,1,,,1.609437912
2012-13,Northern,60891/05,,1,1,,1,,1,,,,,,1,,1.609437912
2012-13,Northern,60891/06,1,,,,1,,,,,1,,,1,,1.386294361
2012-13,Northern,60891/08,,,,,,,,,,,1,1,,,0.6931471806
2012-13,Northern,60891/09,,,,,,,,,,,,,1,,
2012-13,Northern,60891/10,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Northern,60891/11,,,,,,,,,,,,,1,,
2012-13,Northern,60891/12,,,,,1,,,2,,,,1,,,1.386294361
2012-13,Northern,60891/13,,1,1,,,1,,1,,,1,1,1,,1.945910149
2012-13,Northern,60891/15,1,2,1,,1,1,,,,1,,,,1,2.079441542
2012-13,Northern,60892/01,2,,,,2,1,1,,1,1,,1,2,,2.397895273
2012-13,Northern,60892/02,1,2,1,1,,1,,,1,2,2,,,1,2.48490665
2012-13,Northern,60892/03,,1,,,1,2,2,,,1,1,1,2,1,2.48490665
2012-13,Northern,60892/04,1,1,1,,1,2,,,1,,,,,1,2.079441542
2012-13,Northern,60892/05,,,,1,,,1,,,,,,,1,1.098612289
2012-13,Northern,60892/06,1,,1,,,1,,,2,1,,,1,,1.945910149
2012-13,Northern,60892/07,2,,1,1,3,2,,,3,3,2,1,,1,2.944438979
2012-13,Northern,60892/08,,,,,,,1,,,,,1,,1,1.098612289
2012-13,Northern,60892/09,1,,,,1,1,1,,1,,,,1,2,2.079441542
2012-13,Northern,60892/10,2,1,,,2,,,,2,2,,1,,,2.302585093
2012-13,Northern,60892/11,,1,1,,,1,1,,,,3,,,1,2.079441542
2012-13,Northern,60892/12,1,1,,,1,,1,,,,,2,,1,1.945910149
2012-13,Northern,60892/13,,,,,,,1,,1,,1,,,1,1.386294361
2012-13,Northern,60892/14,,,1,1,,1,,,,,,,1,,1.386294361
2012-13,Northern,60892/15,,,,,,1,1,,,1,1,,1,,1.609437912
2012-13,Northern,60893/01,,2,,,,1,,1,1,,,,1,,1.791759469
2012-13,Northern,60893/02,,1,,,,3,,,,3,2,1,,1,2.397895273
2012-13,Northern,60893/03,,,1,,1,,1,,,3,,,2,,2.079441542
2012-13,Northern,60893/04,1,1,1,,1,1,1,,,,1,,,,1.945910149
2012-13,Northern,60893/05,,1,1,2,1,2,2,3,,3,2,1,1,,2.944438979
2012-13,Northern,60893/06,1,,1,1,,1,,,1,,,1,,1,1.945910149
2012-13,Northern,60893/07,,,,,1,,,1,1,,,,1,,1.386294361
2012-13,Northern,60893/08,,,,1,,1,,,,1,,1,1,,1.609437912
2012-13,Northern,60893/09,,1,1,,,2,1,,1,1,1,1,,1,2.302585093
2012-13,Northern,60893/10,,,2,,1,,,1,2,,,,1,,1.945910149
2012-13,Northern,60893/11,,1,1,,1,,1,,,,,,,,1.386294361
2012-13,Northern,60893/12,,1,1,,1,2,,,,1,2,,,1,2.197224577
2012-13,Northern,60893/13,,2,,,1,,,1,,,,,1,,1.609437912
2012-13,Northern,60893/14,,,,,,,2,,,,,,2,,1.386294361
2012-13,Northern,60893/15,1,2,3,1,1,3,,,1,2,,,,1,2.708050201
2012-13,Northern,60894/02,,,,,,,,,,,,,,1,
2012-13,Northern,60894/03,,,1,1,,,1,,1,,,,,,1.386294361
2012-13,Northern,60894/04,1,,1,1,1,1,1,,,,,1,1,,2.079441542
2012-13,Northern,60894/05,,,2,1,1,,1,,1,,,,,,1.791759469
2012-13,Northern,60894/06,,2,1,1,,1,,,,,1,1,,1,2.079441542
2012-13,Northern,60894/07,,,1,1,1,,1,,,,,1,,,1.609437912
2012-13,Northern,60894/08,,1,1,,1,,,,,1,,,1,,1.609437912
2012-13,Northern,60894/09,2,,2,1,,1,,,2,1,,,1,,2.302585093
2012-13,Northern,60894/10,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Northern,60894/11,,,,,,1,,,,,2,2,,1,1.791759469
2012-13,Northern,60894/12,,,,,4,,1,4,,1,,,1,,2.397895273
2012-13,Northern,60894/13,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Northern,60894/14,,,,2,,1,,,1,,,,,1,1.609437912
2012-13,Northern,60894/15,,,,,1,,,,,,,,1,,0.6931471806
2012-13,Northern,60895/01,1,,,,1,,,,1,1,1,3,,,2.079441542
2012-13,Northern,60895/02,,,,,,,1,,,,,,,,
2012-13,Northern,60895/03,,1,1,2,,1,,,,,1,,1,,1.945910149
2012-13,Northern,60895/04,,,,1,,1,1,,1,,,1,1,,1.791759469
2012-13,Northern,60895/05,,1,,,,,1,,,,2,2,,,1.791759469
2012-13,Northern,60895/06,,,,1,,2,,,,2,,2,,,1.945910149
2012-13,Northern,60895/07,,,1,2,,2,,1,1,1,1,,,1,2.302585093
2012-13,Northern,60895/08,,,1,,1,1,,1,1,,,,,,1.609437912
2012-13,Northern,60895/09,,,,,,1,,,1,1,,,1,,1.386294361
2012-13,Northern,60895/10,,1,3,1,,,1,,1,,1,1,,1,2.302585093
2012-13,Northern,60895/11,,2,,1,,1,1,1,,2,1,,1,,2.302585093
2012-13,Northern,60895/12,,,,,,,,,,,,,1,,
2012-13,Northern,60895/13,1,1,,,,1,,,,,,,,,1.098612289
2012-13,Northern,60895/14,,,,,,,,,,,,,,1,
2012-13,Northern,60895/15,,1,,1,,1,1,,1,,2,,,1,2.079441542
2012-13,Northern,60896/01,,,,,2,1,1,,,,,,,1,1.609437912
2012-13,Northern,60896/02,,,,,,,1,,,,,,,,
2012-13,Northern,60896/03,,1,,1,1,1,,,,,,,,,1.386294361
2012-13,Northern,60896/04,,,1,1,,1,,1,2,,,,1,,1.945910149
2012-13,Northern,60896/05,,,,,1,,,1,1,,,1,,,1.386294361
2012-13,Northern,60896/06,,3,1,1,1,2,,,,3,1,,,1,2.564949357
2012-13,Northern,60896/07,,2,1,,,1,,1,,,,,1,,1.791759469
2012-13,Northern,60896/08,1,,,,1,,,1,1,,,,1,,1.609437912
2012-13,Northern,60896/09,,,,1,,1,,,1,,2,,,,1.609437912
2012-13,Northern,60896/10,,,,,,,,,,,,1,,,
2012-13,Northern,60896/11,,,,1,,,1,,2,,,,,,1.386294361
2012-13,Northern,60896/12,,,1,,,1,,,,,1,,1,,1.386294361
2012-13,Northern,60896/13,,,,,,,,,,,,1,,,
2012-13,Northern,60896/14,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Northern,60896/15,1,,,,,1,,,,,,,1,,1.098612289
2012-13,Northern,60897/01,,,,,,1,,,,,,,,,
2012-13,Northern,60897/02,,,,,,,1,,,,,,1,,0.6931471806
2012-13,Northern,60897/03,,,,,,1,,,,,,,,,
2012-13,Northern,60897/04,,,,1,1,,1,1,,1,,1,,,1.791759469
2012-13,Northern,60897/05,,,,,,,,,,,,,1,,
2012-13,Northern,60897/06,,,,1,,,1,1,,1,1,,,1,1.791759469
2012-13,Northern,60897/07,,1,,1,1,1,,1,,1,,1,,1,2.079441542
2012-13,Northern,60897/08,,,,1,,1,,1,2,,,,1,,1.791759469
2012-13,Northern,60897/09,,1,,1,1,,1,1,,,,,1,1,1.945910149
2012-13,Northern,60897/10,1,,1,,,1,,,,,1,,,1,1.609437912
2012-13,Northern,60897/11,,,2,,,1,,,,,,1,,1,1.609437912
2012-13,Northern,60897/12,,,1,,,1,,1,,,1,,,1,1.609437912
2012-13,Northern,60897/13,,,1,1,,,1,,1,,1,,,1,1.791759469
2012-13,Northern,60897/14,,,,,1,,,1,1,,,1,,,1.386294361
2012-13,Northern,60897/15,,,,,,,,,,,,,1,,
2012-13,Northern,60898/01,,,,,,1,,,,,,,,1,0.6931471806
2012-13,Northern,60898/02,,,,,,,2,,,,,,,1,1.098612289
2012-13,Northern,60898/03,,,,,1,,1,,,,1,3,1,1,2.079441542
2012-13,Northern,60898/04,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Northern,60898/05,1,2,,,2,,,1,1,1,1,,1,,2.302585093
2012-13,Northern,60898/06,1,3,3,,2,1,,1,2,,,,1,,2.63905733
2012-13,Northern,60898/07,,1,,,1,,,,,1,,1,,,1.386294361
2012-13,Northern,60898/08,,,,,,,,,,,,1,1,,0.6931471806
2012-13,Northern,60898/09,,1,2,1,,,1,1,1,,,,,1,2.079441542
2012-13,Northern,60898/10,,2,2,1,1,1,,2,,1,1,,1,,2.48490665
2012-13,Northern,60898/11,,2,,,1,,,,1,1,,,1,,1.791759469
2012-13,Northern,60898/12,,,,1,,,,,,,,1,,,0.6931471806
2012-13,Northern,60898/13,,,,1,,,,,,,,1,,,0.6931471806
2012-13,Northern,60898/14,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Northern,60898/15,1,,,,2,1,1,1,2,3,1,,1,,2.564949357
2012-13,Northern,60899/01,1,,1,1,,1,,,,,,1,1,,1.791759469
2012-13,Northern,60899/02,,,,,,,,,,,,,,1,
2012-13,Northern,60899/03,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Northern,60899/04,,1,,,,1,,1,,,,,1,,1.386294361
2012-13,Northern,60899/05,,1,,,2,,,1,,,,1,1,,1.791759469
2012-13,Northern,60899/06,,,1,,,1,,,1,,,,1,,1.386294361
2012-13,Northern,60899/07,1,,,,,1,,1,1,1,1,,1,,1.945910149
2012-13,Northern,60899/08,,2,,,1,1,,1,4,1,,,1,,2.397895273
2012-13,Northern,60899/09,,2,1,1,1,1,,1,1,,1,1,,1,2.397895273
2012-13,Northern,60899/10,1,,,,1,,,,1,,,,1,,1.386294361
2012-13,Northern,60899/11,1,,1,1,,2,,1,1,1,1,,1,,2.302585093
2012-13,Northern,60899/12,,2,1,,2,,,2,3,,1,,1,,2.48490665
2012-13,Northern,60899/13,1,1,,,1,,,1,,,,,1,,1.609437912
2012-13,Northern,60899/14,1,1,1,,,1,,1,,,,,,1,1.791759469
2012-13,Northern,60899/15,1,,,,,1,,,,,,,,1,1.098612289
2012-13,Northern,60900/01,,,,,,,,,,,1,,,,
2012-13,Northern,60900/02,,,,1,1,1,,,,,1,1,,,1.609437912
2012-13,Northern,60900/03,,,,,1,1,1,,,,,,,1,1.386294361
2012-13,Northern,60900/04,,,,1,,1,,,,3,,,,1,1.791759469
2012-13,Northern,60900/05,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Northern,60900/06,,,,,,,,,,,,1,,,
2012-13,Northern,60900/07,,,,1,,,1,,,,,3,,,1.609437912
2012-13,Northern,60900/08,1,1,,,1,1,,,1,,,,,,1.609437912
2012-13,Northern,60900/09,,,1,1,,1,,1,1,,,,,1,1.791759469
2012-13,Northern,60900/10,,,,,1,,,1,,,,,,,0.6931471806
2012-13,Northern,60900/11,,,2,,,1,,1,1,,1,,,1,1.945910149
2012-13,Northern,60900/12,,,,,1,,,,,1,,2,,1,1.609437912
2012-13,Northern,60900/13,,1,,2,4,1,,1,1,,,3,,1,2.63905733
2012-13,Northern,60900/14,,,1,1,1,1,,1,1,1,3,1,,1,2.48490665
2012-13,Northern,60900/15,,1,1,,3,,1,,,,2,,,,2.079441542
2012-13,Northern,60901/01,,1,1,,1,,,,,,,2,,,1.609437912
2012-13,Northern,60901/02,,,,,,,,,,,,1,,,
2012-13,Northern,60901/03,,,,,2,,1,,,,,,,1,1.386294361
2012-13,Northern,60901/04,,1,,,1,,,,1,2,,1,1,,1.945910149
2012-13,Northern,60901/05,,,,,1,,1,,,,,1,,1,1.386294361
2012-13,Northern,60901/06,1,1,,,1,,,1,,,,,1,,1.609437912
2012-13,Northern,60901/07,1,1,,,1,,,1,,,,1,,,1.609437912
2012-13,Northern,60901/08,,3,1,2,1,2,,,,1,,1,,1,2.48490665
2012-13,Northern,60901/09,1,1,,,1,,,,,,,,1,,1.386294361
2012-13,Northern,60901/10,,1,,,,1,,1,,2,1,,1,1,2.079441542
2012-13,Northern,60901/11,1,2,,,1,1,1,2,,1,,,,,2.197224577
2012-13,Northern,60901/12,,1,2,1,,2,,,1,1,,1,1,,2.302585093
2012-13,Northern,60901/13,,1,,1,,,1,,2,,,,,1,1.791759469
2012-13,Northern,60901/14,1,2,1,1,1,1,,1,,2,,,1,,2.397895273
2012-13,Northern,60901/15,,,,2,,1,,,,,1,,,,1.386294361
2012-13,Northern,60902/01,,,,,,,,,,1,,,1,,0.6931471806
2012-13,Northern,60902/02,,,,,,,,,,,,,1,,
2012-13,Northern,60902/03,1,,,,1,,1,,,,,2,,1,1.791759469
2012-13,Northern,60902/04,,,,1,,,1,,,,,,,,0.6931471806
2012-13,Northern,60902/05,,2,2,,,1,,,,,,,,1,1.791759469
2012-13,Northern,60902/06,,,,,,,,,,1,,4,,1,1.791759469
2012-13,Northern,60902/07,,,1,1,,1,,,,,,,,1,1.386294361
2012-13,Northern,60902/08,1,,,,1,,1,,,,,,,1,1.386294361
2012-13,Northern,60902/09,,,,,,1,,,,,,3,1,,1.609437912
2012-13,Northern,60902/10,,,,1,2,1,,1,,,,,,,1.609437912
2012-13,Northern,60902/11,,,,,,,1,,,,1,,,,0.6931471806
2012-13,Northern,60902/12,,,,,,,1,,,,,,1,,0.6931471806
2012-13,Northern,60902/13,,,,1,,1,,1,1,2,,,1,,1.945910149
2012-13,Northern,60902/14,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Northern,60902/15,,2,,,1,,1,,2,2,,,,1,2.197224577
2012-13,Northern,60903/01,,1,,3,,3,,2,3,1,4,,1,,2.890371758
2012-13,Northern,60903/02,1,,1,,2,,,1,1,,,1,,,1.945910149
2012-13,Northern,60903/03,,,,,1,1,,,1,3,,,1,,1.945910149
2012-13,Northern,60903/04,,,,,1,,,,1,,,1,,,1.098612289
2012-13,Northern,60903/05,,,,,,,,,,,1,,,,
2012-13,Northern,60903/06,,,,,1,,,,,,,,,,
2012-13,Northern,60903/07,1,1,,,1,,,,,,,,,,1.098612289
2012-13,Northern,60903/08,,,,1,,,,,,,,,,,
2012-13,Northern,60903/09,,,,,1,,,1,,,,,,,0.6931471806
2012-13,Northern,60903/10,1,,,,1,,,,1,,,1,,,1.386294361
2012-13,Northern,60903/11,,,,1,,1,,,,,1,,,1,1.386294361
2012-13,Northern,60903/12,1,1,2,3,,2,,1,1,1,1,,1,,2.63905733
2012-13,Northern,60903/13,,,,,1,,,,1,,,1,,,1.098612289
2012-13,Northern,60903/14,,,,,,,1,,,,1,,,1,1.098612289
2012-13,Northern,60903/15,1,,,,2,,,,1,,,1,,,1.609437912
2012-13,Northern,60904/01,,2,,,,1,,1,1,2,1,,1,,2.197224577
2012-13,Northern,60904/02,,2,1,1,,1,,,1,1,,,,1,2.079441542
2012-13,Northern,60904/03,,,1,,,1,,1,,1,1,,1,,1.791759469
2012-13,Northern,60904/04,,,,,,1,,,2,,,,1,,1.386294361
2012-13,Northern,60904/05,1,,,,1,,,1,,,,,,,1.098612289
2012-13,Northern,60904/06,1,,,,1,,,1,1,1,,,1,,1.791759469
2012-13,Northern,60904/09,,2,,,,1,,1,,2,,,,,1.791759469
2012-13,Northern,60904/10,1,,,,1,,,1,,,,,1,,1.386294361
2012-13,Northern,60904/12,1,1,,,1,,,1,,1,,,1,,1.791759469
2012-13,Northern,60904/13,,1,,,1,,,1,,,,1,,,1.386294361
2012-13,Northern,60904/14,,,,,,1,,,,1,,,1,,1.098612289
2012-13,Northern,60904/15,2,1,,,,1,,,,,,,1,,1.609437912
2012-13,Northern,60905/01,,,,,,,,,,,,,1,,
2012-13,Northern,60905/02,,,,,2,,1,,1,,,,,,1.386294361
2012-13,Northern,60905/03,,1,,,,,1,,,1,2,,,1,1.791759469
2012-13,Northern,60905/04,,1,,,,1,,,,1,,,1,,1.386294361
2012-13,Northern,60905/05,,,,,,,,,,,,1,,,
2012-13,Northern,60905/06,,,,,1,1,,,,,,1,,1,1.386294361
2012-13,Northern,60905/07,,1,1,1,,1,,,,,,,1,,1.609437912
2012-13,Northern,60905/08,,1,2,,,,1,,,,1,,,,1.609437912
2012-13,Northern,60905/09,,1,,1,1,1,,,1,2,1,1,1,,2.302585093
2012-13,Northern,60905/10,1,1,,,1,,,,,,,1,,,1.386294361
2012-13,Northern,60905/11,1,1,,,,1,,1,,1,3,,1,,2.197224577
2012-13,Northern,60905/12,,,1,,,1,,,1,1,,,1,,1.609437912
2012-13,Northern,60905/13,,1,,,,1,,1,,,,,,,1.098612289
2012-13,Northern,60905/14,,,1,,,1,,,2,1,1,,,1,1.945910149
2012-13,Northern,60905/15,,1,1,,1,,1,,,1,2,1,,1,2.197224577
2012-13,Northern,60906/01,,,1,,2,1,,,,1,2,2,1,1,2.397895273
2012-13,Northern,60906/02,,,,,1,,2,,,,,4,1,1,2.197224577
2012-13,Northern,60906/03,,,1,1,,1,1,,,,,,,,1.386294361
2012-13,Northern,60906/04,,1,1,,,,1,,,,,2,,,1.609437912
2012-13,Northern,60906/05,,1,,,,1,1,,,,1,2,,1,1.945910149
2012-13,Northern,60906/06,1,1,2,,1,2,,,,,1,2,,2,2.48490665
2012-13,Northern,60906/07,,,2,2,2,2,1,,,,,,,1,2.302585093
2012-13,Northern,60906/08,,,,1,1,,1,1,2,,,1,,,1.945910149
2012-13,Northern,60906/09,,,,,1,,1,,,,,,,,0.6931471806
2012-13,Northern,60906/10,1,,,,1,,,,1,,,,1,,1.386294361
2012-13,Northern,60906/11,1,,,,1,,,,,,,,,,0.6931471806
2012-13,Northern,60906/12,1,1,,,,1,,,,2,,,1,,1.791759469
