t,m,i,F 00-03,F 04-08,F 09-13,F 14-18,F 19-30,F 31-50,F 51+,M 00-03,M 04-08,M 09-13,M 14-18,M 19-30,M 31-50,M 51+,log HSize
2012-13,Northern,60906/13,,,,1,,,2,,,,,1,1,,1.609437912
2012-13,Northern,60906/14,,,,,,,2,,,,,,,,0.6931471806
2012-13,Northern,60906/15,,1,,1,,1,,,,1,,2,1,,1.945910149
2012-13,Northern,60907/01,,,,,,,1,,,,,,,,
2012-13,Northern,60907/02,1,,,,1,1,,,,,,1,,,1.386294361
2012-13,Northern,60907/03,1,,,,1,,1,,,,,,,,1.098612289
2012-13,Northern,60907/04,,,,,,1,,1,1,1,1,1,1,,1.945910149
2012-13,Northern,60907/05,,,,,1,,,,2,,,,1,,1.386294361
2012-13,Northern,60907/06,,,,1,,1,1,,1,3,2,2,1,1,2.564949357
2012-13,Northern,60907/07,1,,1,,2,2,,,,,,2,1,1,2.302585093
2012-13,Northern,60907/08,,,,,1,,,2,1,1,,,1,,1.791759469
2012-13,Northern,60907/09,2,,,,1,1,,,1,,2,,1,,2.079441542
2012-13,Northern,60907/10,1,,1,,1,1,,,1,1,,,1,,1.945910149
2012-13,Northern,60907/11,,1,,,,1,,,,,2,,1,,1.609437912
2012-13,Northern,60907/12,,,1,,,1,1,1,2,,1,,1,,2.079441542
2012-13,Northern,60907/13,1,1,1,,1,1,,,1,1,2,,1,,2.302585093
2012-13,Northern,60907/14,,1,,2,,1,,1,1,1,,,1,,2.079441542
2012-13,Northern,60907/15,1,,1,,,1,,,1,,1,,1,1,1.945910149
2012-13,Northern,60908/01,,,2,2,,1,1,,,,,,,,1.791759469
2012-13,Northern,60908/02,1,,,,1,,,,1,,,1,,,1.386294361
2012-13,Northern,60908/03,2,1,1,,,1,,,,,1,,1,,1.945910149
2012-13,Northern,60908/05,,,,1,,1,1,,,1,1,2,,1,2.079441542
2012-13,Northern,60908/06,,,1,1,,1,,,,,,1,,1,1.609437912
2012-13,Northern,60908/07,1,,,,,1,,,,1,1,1,1,,1.791759469
2012-13,Northern,60908/08,,,1,,2,1,,,,,,,,,1.386294361
2012-13,Northern,60908/10,,,1,,,,1,,1,1,,,,,1.386294361
2012-13,Northern,60908/11,,,,,,,1,,,,,,,,
2012-13,Northern,60908/12,2,,,,,1,,,1,1,,,,,1.609437912
2012-13,Northern,60908/13,,1,,,,1,,,,,1,,,,1.098612289
2012-13,Northern,60908/14,,1,1,1,,1,,1,1,1,,,1,,2.079441542
2012-13,Northern,60908/15,,,2,3,2,3,,,,,,2,,1,2.564949357
2012-13,Northern,60909/01,,,,,,,,,,,,1,,,
2012-13,Northern,60909/02,,,,,1,,,,1,,,1,,,1.098612289
2012-13,Northern,60909/03,,,,,,,,,,,,1,,,
2012-13,Northern,60909/04,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Northern,60909/05,,,,,,1,2,,,2,,1,,1,1.945910149
2012-13,Northern,60909/06,,,,,,,1,,,,1,3,1,,1.791759469
2012-13,Northern,60909/07,,,,,,,1,,,,1,,,1,1.098612289
2012-13,Northern,60909/08,,1,1,,1,,,1,,,,,1,,1.609437912
2012-13,Northern,60909/09,,,,,1,,,1,,,,,1,,1.098612289
2012-13,Northern,60909/10,,1,,,1,,,1,,,,1,,,1.386294361
2012-13,Northern,60909/11,,,,,,,,,,,,,1,,
2012-13,Northern,60909/12,,,,,,,,,,,1,,,,
2012-13,Northern,60909/13,1,,,,,1,,,2,,,,1,,1.609437912
2012-13,Northern,60909/14,,1,,,1,,,1,,,,,1,,1.386294361
2012-13,Northern,60909/15,1,,1,1,,2,,1,2,2,1,,1,,2.48490665
2012-13,Northern,60910/01,,1,,,1,,,2,,,,1,,,1.609437912
2012-13,Northern,60910/02,1,1,2,1,1,1,,1,2,,,,1,,2.397895273
2012-13,Northern,60910/03,,1,,1,1,,,,1,1,,,1,,1.791759469
2012-13,Northern,60910/04,,,1,,,,1,,1,,,,,,1.098612289
2012-13,Northern,60910/05,,,,,1,,,1,,,,,1,,1.098612289
2012-13,Northern,60910/06,,,,,,1,,,,1,2,1,1,,1.791759469
2012-13,Northern,60910/07,,,,,1,,,2,1,1,,,1,,1.791759469
2012-13,Northern,60910/08,,,1,1,1,1,,,2,1,1,,,1,2.197224577
2012-13,Northern,60910/09,1,,,,1,,,,1,,,,1,,1.386294361
2012-13,Northern,60910/10,,,1,1,,1,,,,1,1,,1,,1.791759469
2012-13,Northern,60910/11,,,,,1,,,1,1,,,1,,,1.386294361
2012-13,Northern,60910/12,,,1,,,,1,,,,,,,,0.6931471806
2012-13,Northern,60910/13,,,,,1,,,,,,,,1,,0.6931471806
2012-13,Northern,60910/14,1,1,,,,1,,,,1,1,,1,,1.791759469
2012-13,Northern,60910/15,,1,,,1,,,,1,,,1,,,1.386294361
2012-13,Northern,60911/01,,,1,,,1,,,1,,2,,,,1.609437912
2012-13,Northern,60911/02,,1,,,,1,,1,,,,,,,1.098612289
2012-13,Northern,60911/03,,,,,,,1,,,,1,,,,0.6931471806
2012-13,Northern,60911/04,,,1,1,,1,,,,,,1,,,1.386294361
2012-13,Northern,60911/05,,,,,,1,,,,,1,,1,,1.098612289
2012-13,Northern,60911/06,,,,,,1,,,,1,1,,,1,1.386294361
2012-13,Northern,60911/07,,,,,,,,,,,,1,,,
2012-13,Northern,60911/08,,,,,,1,,,,,,,,,
2012-13,Northern,60911/09,,1,,,1,,,,,,,,,,0.6931471806
2012-13,Northern,60911/10,,,,,,,1,,,,1,,1,1,1.386294361
2012-13,Northern,60911/11,,1,1,,1,,,,1,1,,,1,,1.791759469
2012-13,Northern,60911/12,,,,,1,,,,1,,,1,,,1.098612289
2012-13,Northern,60911/13,,,,,,,1,,,1,,,1,,1.098612289
2012-13,Northern,60911/14,,,,2,1,,1,,,1,,1,,1,1.945910149
2012-13,Northern,60911/15,1,1,,,1,,,,1,,,,1,1,1.791759469
2012-13,Northern,60912/01,,1,1,,,1,1,1,,,,,,,1.609437912
2012-13,Northern,60912/02,2,,,,1,1,,,1,1,1,1,,,2.079441542
2012-13,Northern,60912/03,,,1,,1,1,,,,,,,,1,1.386294361
2012-13,Northern,60912/04,,1,2,,1,1,,1,1,2,,,1,,2.302585093
2012-13,Northern,60912/05,1,,,,,1,,,,,,,,,0.6931471806
2012-13,Northern,60912/06,,2,1,,1,,,1,,,,,1,,1.791759469
2012-13,Northern,60912/08,,,,,,,1,,,,,,,,
2012-13,Northern,60912/09,,1,2,,1,,,,,,,,1,,1.609437912
2012-13,Northern,60912/10,,,,3,,1,,,1,1,,,1,,1.945910149
2012-13,Northern,60912/12,,,2,1,,1,,,,,,,1,,1.609437912
2012-13,Northern,60912/13,1,,1,,1,,1,,,,,,,,1.386294361
2012-13,Northern,60912/15,,,,,,1,,,,,1,1,1,1,1.609437912
2012-13,Northern,60913/01,,,,,1,,,2,1,,,1,,,1.609437912
2012-13,Northern,60913/02,,,1,,,1,,1,1,,,,1,,1.609437912
2012-13,Northern,60913/03,1,1,,,1,,,1,,,,,1,,1.609437912
2012-13,Northern,60913/04,,1,1,1,2,,1,1,,,,1,,1,2.197224577
2012-13,Northern,60913/05,,2,,,,2,1,1,2,3,3,,,1,2.708050201
2012-13,Northern,60913/06,1,2,2,,,1,1,,,,2,1,,1,2.397895273
2012-13,Northern,60913/07,,4,,,1,1,,1,1,2,2,,1,,2.564949357
2012-13,Northern,60913/08,1,2,2,,,1,,1,1,,,1,,,2.197224577
2012-13,Northern,60913/09,,1,1,,2,2,,2,4,1,1,,1,,2.708050201
2012-13,Northern,60913/10,,1,,1,1,2,,2,2,1,1,,1,,2.48490665
2012-13,Northern,60913/11,,1,1,1,,1,,,1,,1,1,,,1.945910149
2012-13,Northern,60913/12,,,,,,1,,,,1,,,1,,1.098612289
2012-13,Northern,60913/13,,1,,,1,,,1,,,,1,,,1.386294361
2012-13,Northern,60913/14,,,1,,1,,,,,1,,,1,,1.386294361
2012-13,Northern,60913/15,,,,,1,,,1,1,1,,,1,,1.609437912
2012-13,Northern,60914/02,1,1,,,2,1,,,1,1,1,,1,,2.197224577
2012-13,Northern,60914/03,,,,,,,,,,,,1,,,
2012-13,Northern,60914/04,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Northern,60914/05,,1,2,1,2,,1,,1,,,,1,1,2.302585093
2012-13,Northern,60914/06,,1,,,,,1,,,,,,,,0.6931471806
2012-13,Northern,60914/07,,1,,1,,1,,,,1,1,3,1,,2.197224577
2012-13,Northern,60914/08,1,,,,,1,,,,,,,,,0.6931471806
2012-13,Northern,60914/09,,,1,1,,1,,,1,,1,1,1,,1.945910149
2012-13,Northern,60914/10,,,,,,1,,2,1,2,1,1,,1,2.197224577
2012-13,Northern,60914/11,,,,1,,,2,,,,,2,,1,1.791759469
2012-13,Northern,60914/12,,1,,1,1,,1,1,1,1,2,1,,1,2.397895273
2012-13,Northern,60914/13,1,2,2,,1,,,,,,,,1,,1.945910149
2012-13,Northern,60914/14,,,1,2,1,,2,,,1,3,2,,1,2.564949357
2012-13,Northern,60915/02,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Northern,60915/04,1,1,,,,1,,,1,1,,,1,,1.791759469
2012-13,Northern,60915/05,1,,,,1,,,,,,,1,,1,1.386294361
2012-13,Northern,60915/06,1,1,1,1,,1,,,1,1,,,1,,2.079441542
2012-13,Northern,60915/07,,,1,,2,1,,,1,,1,2,,1,2.197224577
2012-13,Northern,60915/08,,,1,1,,,,,2,,,1,1,,1.791759469
2012-13,Northern,60915/09,,,1,1,,1,,,,,,,,1,1.386294361
2012-13,Northern,60915/10,,,,1,,1,,,,,1,2,,1,1.791759469
2012-13,Northern,60915/11,,,,,1,,,,,,,,,,
2012-13,Northern,60915/12,,,,,2,,1,,,,2,,,1,1.791759469
2012-13,Northern,60915/13,,,1,,,,1,,1,1,1,,,1,1.791759469
2012-13,Northern,60915/15,1,2,,,,1,,,,2,,,1,,1.945910149
2012-13,Northern,60916/01,1,,,1,,,,,,,,1,,,1.098612289
2012-13,Northern,60916/02,1,,,,1,,,,1,,,1,,,1.386294361
2012-13,Northern,60916/03,,,,1,,1,,,,1,,2,,1,1.791759469
2012-13,Northern,60916/04,,,1,,,1,,,1,1,,4,,1,2.197224577
2012-13,Northern,60916/05,,2,,,2,,,,,1,,,1,,1.791759469
2012-13,Northern,60916/06,1,,,,1,,,1,,,,1,,,1.386294361
2012-13,Northern,60916/07,1,,,,,,,,,,,,1,,0.6931471806
2012-13,Northern,60916/08,,1,,,1,,,,1,,,,1,,1.386294361
2012-13,Northern,60916/09,1,,,,1,,,,2,1,1,,1,,1.945910149
2012-13,Northern,60916/10,,,,1,,1,,,,,1,1,,1,1.609437912
2012-13,Northern,60916/11,,,,2,,,1,,1,1,,1,,1,1.945910149
2012-13,Northern,60916/12,,,,,,1,,2,1,1,1,,1,,1.945910149
2012-13,Northern,60916/13,,,,,1,,,,,,,,1,,0.6931471806
2012-13,Northern,60916/14,1,1,,,1,,,,,,,1,,,1.386294361
2012-13,Northern,60916/15,1,1,,,1,,,,,,,1,,,1.386294361
2012-13,Northern,60917/01,1,2,,1,1,,,2,1,,,1,,,2.197224577
2012-13,Northern,60917/02,,,,,,,,,,,,,,1,
2012-13,Northern,60917/03,,2,,,1,,,2,,,,1,,,1.791759469
2012-13,Northern,60917/04,1,2,,,,1,,1,,,,,1,,1.791759469
2012-13,Northern,60917/05,,,,,,,1,,,,,,,,
2012-13,Northern,60917/06,,,,1,1,2,,1,,1,2,,,1,2.197224577
2012-13,Northern,60917/07,2,,,,2,,,,,,,1,,,1.609437912
2012-13,Northern,60917/08,1,3,2,,2,1,,1,2,,,,1,,2.564949357
2012-13,Northern,60917/09,1,1,1,2,,2,,1,2,1,,,1,,2.48490665
2012-13,Northern,60917/10,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Northern,60917/11,1,1,,,2,,,1,,,,1,,,1.791759469
2012-13,Northern,60917/12,,1,1,,,1,,2,1,,1,,1,,2.079441542
2012-13,Northern,60917/13,3,2,,,2,,,1,3,1,,,1,,2.564949357
2012-13,Northern,60917/14,1,1,,,1,,,,1,2,,,1,,1.945910149
2012-13,Northern,60917/15,,1,,,1,,,1,1,2,,,1,,1.945910149
2012-13,Northern,60918/01,,,1,,,,1,1,,2,,2,,,1.945910149
2012-13,Northern,60918/02,2,,,,2,,,1,,,,,1,,1.791759469
2012-13,Northern,60918/03,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Northern,60918/04,1,,,,1,,,,1,,,1,,,1.386294361
2012-13,Northern,60918/05,,,2,,,,1,,,,,2,,,1.609437912
2012-13,Northern,60918/06,1,2,,,,1,,1,,,,,,1,1.791759469
2012-13,Northern,60918/07,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Northern,60918/08,,1,,,1,,,1,,,,,1,,1.386294361
2012-13,Northern,60918/09,,,1,,2,,,,1,,,,1,,1.609437912
2012-13,Northern,60918/10,,2,,1,1,1,,2,1,1,,1,1,,2.397895273
2012-13,Northern,60918/11,,3,,1,,3,,,1,3,2,1,,1,2.708050201
2012-13,Northern,60918/12,1,,,,1,,,,2,1,,,1,,1.791759469
2012-13,Northern,60918/13,,,,,,,,,,,,,1,,
2012-13,Northern,60918/14,,,,,,,,,,,2,,1,,1.098612289
2012-13,Northern,60918/15,,,,,1,,,2,1,,,1,,,1.609437912
2012-13,Northern,60919/02,,1,1,,1,1,,,,,1,,1,,1.791759469
2012-13,Northern,60919/03,,,,,,,1,,,1,1,,,1,1.386294361
2012-13,Northern,60919/04,,1,2,,,1,,,,,1,1,,,1.791759469
2012-13,Northern,60919/05,2,2,2,1,1,2,,,,2,1,,,1,2.63905733
2012-13,Northern,60919/08,1,3,,1,1,1,,1,1,,1,,1,,2.397895273
2012-13,Northern,60919/09,,3,3,1,,2,,1,,1,1,1,,,2.564949357
2012-13,Northern,60919/10,,2,1,1,1,2,,1,2,3,1,,1,,2.708050201
2012-13,Northern,60919/12,,,,,,1,,,,,1,1,,,1.098612289
2012-13,Northern,60919/13,2,,1,,,1,,,2,,,,1,,1.945910149
2012-13,Northern,60919/14,1,1,,,2,,1,,,,,1,,,1.791759469
2012-13,Northern,60919/15,1,1,,,1,,,,1,,,,1,,1.609437912
2012-13,Northern,60920/02,,,,,,,,,,,,1,,,
2012-13,Northern,60920/03,1,,,,1,1,,,1,2,1,,,1,2.079441542
2012-13,Northern,60920/04,,1,1,,1,,1,2,1,,,,,1,2.079441542
2012-13,Northern,60920/05,,,1,1,,,1,,,,,,,,1.098612289
2012-13,Northern,60920/08,,,,2,,,1,,,1,,1,,1,1.791759469
2012-13,Northern,60920/09,,,,,,,1,,,,1,1,,1,1.386294361
2012-13,Northern,60920/10,1,2,1,1,1,1,,2,2,1,1,,1,,2.63905733
2012-13,Northern,60920/11,1,1,1,3,,1,,1,1,,1,1,1,,2.48490665
2012-13,Northern,60920/12,,,,,1,1,1,2,3,1,,,1,,2.302585093
2012-13,Northern,60920/13,,1,,,1,,,,2,,,,1,,1.609437912
2012-13,Northern,60920/14,,,2,,,2,,1,2,,1,,1,,2.197224577
2012-13,Northern,60920/15,1,,1,,,1,,,,1,,,1,,1.609437912
2012-13,Northern,60921/01,,2,2,1,1,,1,1,,,,1,,1,2.302585093
2012-13,Northern,60921/02,,,1,2,,1,1,,1,1,,3,,1,2.397895273
2012-13,Northern,60921/03,,,1,1,1,,1,,,,,2,,1,1.945910149
2012-13,Northern,60921/04,2,1,,,,1,,,1,,,,1,,1.791759469
2012-13,Northern,60921/05,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Northern,60921/06,,,,,1,1,,,,1,,1,,,1.386294361
2012-13,Northern,60921/07,1,2,1,2,1,2,,1,2,1,1,2,,1,2.833213344
2012-13,Northern,60921/08,,,1,,,,1,,1,,,,1,,1.386294361
2012-13,Northern,60921/09,1,1,,1,1,2,,1,1,3,,,1,,2.48490665
2012-13,Northern,60921/10,,,,,,,1,,,,,2,,1,1.386294361
2012-13,Northern,60921/11,,,,,1,1,,,,,,1,1,,1.386294361
2012-13,Northern,60921/12,,,,2,,,2,,,,,,,1,1.609437912
2012-13,Northern,60921/13,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Northern,60921/14,,,,,,,1,,,2,1,3,1,1,2.197224577
2012-13,Northern,60921/15,1,,,,1,,,1,1,,,,1,,1.609437912
2012-13,Northern,60922/01,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Northern,60922/02,,,,,,,,,,,,,1,,
2012-13,Northern,60922/03,,,1,,1,,,1,,,,,1,,1.386294361
2012-13,Northern,60922/04,1,2,,,,1,,,,,,,,,1.386294361
2012-13,Northern,60922/05,1,1,,,1,,,,,,,1,,,1.386294361
2012-13,Northern,60922/06,,,,,,1,,,2,,,,1,,1.386294361
2012-13,Northern,60922/07,,,,,,1,1,,,,,,,,0.6931471806
2012-13,Northern,60922/08,,,,,,,1,,,,,,1,,0.6931471806
2012-13,Northern,60922/09,,,,,,,,,,,,1,,,
2012-13,Northern,60922/10,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Northern,60922/11,,,,,1,,,,1,,,1,,,1.098612289
2012-13,Northern,60922/12,,,,,1,,,,1,,,,1,,1.098612289
2012-13,Northern,60922/13,,,,,,1,1,,,1,,,,,1.098612289
2012-13,Northern,60922/14,,,,,,,,,,,,,,1,
2012-13,Northern,60922/15,,,2,,,1,1,,1,,1,,,1,1.945910149
2012-13,Northern,60923/01,1,,,1,1,,,1,,,,1,,,1.609437912
2012-13,Northern,60923/02,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Northern,60923/03,,,,,1,,,,,,,,1,,0.6931471806
2012-13,Northern,60923/04,1,,2,,1,,,1,1,,1,,1,,2.079441542
2012-13,Northern,60923/05,1,2,,1,,1,,1,,1,1,,1,,2.197224577
2012-13,Northern,60923/06,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Northern,60923/07,,,1,1,,2,,1,1,3,2,,1,,2.48490665
2012-13,Northern,60923/08,,,2,1,,1,,2,1,,1,,1,,2.197224577
2012-13,Northern,60923/09,,1,,1,,1,,1,,1,1,,1,,1.945910149
2012-13,Northern,60923/10,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Northern,60923/11,1,,,1,,1,,,,1,,,1,,1.609437912
2012-13,Northern,60923/12,2,,,,2,,,,,,,1,,,1.609437912
2012-13,Northern,60923/13,,3,,1,1,1,,1,1,2,1,,1,,2.48490665
2012-13,Northern,60923/14,,2,1,1,,2,,1,3,1,1,1,,1,2.63905733
2012-13,Northern,60923/15,1,,,,1,,,1,,,,1,,,1.386294361
2012-13,Northern,60924/01,1,1,,,1,,,,,,,1,,,1.386294361
2012-13,Northern,60924/02,,,,,,1,1,,,,,,,,0.6931471806
2012-13,Northern,60924/03,,4,,1,,1,,1,,1,2,,1,,2.397895273
2012-13,Northern,60924/04,,1,,,2,,,2,1,,,1,,,1.945910149
2012-13,Northern,60924/05,,1,,,,1,1,,,2,1,,,1,1.945910149
2012-13,Northern,60924/06,,,,,,1,,,,,2,1,,,1.386294361
2012-13,Northern,60924/07,1,,2,2,,1,,1,1,,,,1,,2.197224577
2012-13,Northern,60924/08,,,,,1,,,1,2,,,,1,,1.609437912
2012-13,Northern,60924/09,,2,1,,,1,,1,1,,2,,1,,2.197224577
2012-13,Northern,60924/10,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Northern,60924/11,,,,,,,,,,,,1,,,
2012-13,Northern,60924/12,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Northern,60924/13,1,,,,1,,,1,,2,,,1,,1.791759469
2012-13,Northern,60924/14,,1,2,,,1,,1,1,,1,,,1,2.079441542
2012-13,Northern,60924/15,,1,,1,,1,,,,1,,1,,,1.609437912
2012-13,Northern,60925/01,,1,,,,1,,,1,,,,1,,1.386294361
2012-13,Northern,60925/02,,,,,,2,,1,2,,1,1,,1,2.079441542
2012-13,Northern,60925/03,,1,1,,,1,,,,,,1,1,,1.609437912
2012-13,Northern,60925/04,1,,,1,,1,,,1,1,,,1,,1.791759469
2012-13,Northern,60925/05,,4,,1,1,1,,1,1,1,1,,1,,2.48490665
2012-13,Northern,60925/06,,,2,,2,,,1,,,1,,1,,1.945910149
2012-13,Northern,60925/07,,1,,,,1,,1,,1,,,1,,1.609437912
2012-13,Northern,60925/08,,,,,,,,,,,,,1,,
2012-13,Northern,60925/09,1,,,,,1,,,2,,1,,1,,1.791759469
2012-13,Northern,60925/10,1,1,2,,1,,,,,,,,1,,1.791759469
2012-13,Northern,60925/11,,,,,,,,,,,,1,,,
2012-13,Northern,60925/12,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Northern,60925/13,1,2,3,,1,1,,2,2,,1,,1,,2.63905733
2012-13,Northern,60925/14,1,1,,,1,,,,,,,,1,,1.386294361
2012-13,Northern,60925/15,1,1,,,,1,,,1,1,,,1,,1.791759469
2012-13,Northern,60926/01,1,,1,1,,1,,,2,2,,,1,,2.197224577
2012-13,Northern,60926/02,,1,,1,,1,,,1,1,1,1,,1,2.079441542
2012-13,Northern,60926/03,,1,,,,1,,,,1,,,1,,1.386294361
2012-13,Northern,60926/04,,1,,1,1,,,1,,,1,,1,,1.791759469
2012-13,Northern,60926/05,1,2,2,,,2,,1,,1,,,1,,2.302585093
2012-13,Northern,60926/06,,,1,,1,,,1,,1,1,,,1,1.791759469
2012-13,Northern,60926/07,1,,,,1,1,,,1,,,1,,,1.609437912
2012-13,Northern,60926/08,3,,,,1,1,1,,1,,,,1,,2.079441542
2012-13,Northern,60926/09,,,,,,,,,,,,1,,,
2012-13,Northern,60926/10,,1,,,1,,,1,,,,1,,,1.386294361
2012-13,Northern,60926/11,,1,,,1,,,2,,1,,,1,,1.791759469
2012-13,Northern,60926/12,,1,2,,1,1,1,1,1,1,2,1,,1,2.564949357
2012-13,Northern,60926/13,1,2,,,,1,,2,,,,,1,,1.945910149
2012-13,Northern,60926/14,,,,,1,,,2,,,,1,,,1.386294361
2012-13,Northern,60926/15,,,,,1,,,,1,1,,,1,,1.386294361
2012-13,Northern,60927/01,2,4,,,3,,,1,1,3,,,1,,2.708050201
2012-13,Northern,60927/02,2,,1,1,2,,,2,1,2,,,1,,2.48490665
2012-13,Northern,60927/03,2,2,,,2,,,2,1,,,1,,,2.302585093
2012-13,Northern,60927/04,,,,,1,,,1,1,,,1,,,1.386294361
2012-13,Northern,60927/05,,1,,,1,,,1,1,,,1,,,1.609437912
2012-13,Northern,60927/06,3,1,,,2,,,1,2,,,,1,,2.302585093
2012-13,Northern,60927/07,3,,1,1,2,1,,1,2,1,1,,1,,2.63905733
2012-13,Northern,60927/08,2,,1,,2,,,1,2,1,,,1,,2.302585093
2012-13,Northern,60927/09,2,1,,,1,2,,1,2,2,1,,,1,2.564949357
2012-13,Northern,60927/10,3,2,1,1,3,2,1,4,1,4,1,1,,1,3.218875825
2012-13,Northern,60927/11,,1,1,,,1,,1,,1,2,,1,,2.079441542
2012-13,Northern,60927/12,4,,1,,1,2,,,1,1,1,1,1,,2.564949357
2012-13,Northern,60927/13,1,1,,,2,,,2,1,1,,,1,,2.197224577
2012-13,Northern,60927/14,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Northern,60927/15,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Northern,60928/01,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Northern,60928/02,,,,,1,1,,1,2,,,,1,,1.791759469
2012-13,Northern,60928/03,,,,,,,,,,,,1,,,
2012-13,Northern,60928/04,,,,,,,,,,,,1,,,
2012-13,Northern,60928/05,,,,,,,1,,,,,,,1,0.6931471806
2012-13,Northern,60928/06,,,2,,2,1,,,,,2,1,1,,2.197224577
2012-13,Northern,60928/07,,,1,2,1,1,1,,,1,,,,1,2.079441542
2012-13,Northern,60928/08,,,,,,,,,,,,1,,,
2012-13,Northern,60928/09,,,,,,,,,,,,,1,,
2012-13,Northern,60928/10,,1,,,1,,,,,,,,1,,1.098612289
2012-13,Northern,60928/11,,1,,,1,,,,1,,,,1,,1.386294361
2012-13,Northern,60928/12,,,,1,,1,1,,,,,1,,,1.386294361
2012-13,Northern,60928/13,1,,,,1,,,,,,,,1,,1.098612289
2012-13,Northern,60928/14,,1,,,,1,,,1,,,,1,,1.386294361
2012-13,Northern,60928/15,1,1,,,,1,,,1,,,,1,,1.609437912
2012-13,Northern,60929/01,,,,,,1,1,1,1,4,1,1,,1,2.397895273
2012-13,Northern,60929/02,1,,,,1,,,,,,,1,,,1.098612289
2012-13,Northern,60929/03,,,,1,,1,1,,,2,,1,,1,1.945910149
2012-13,Northern,60929/04,,2,1,,1,,,2,,4,,,1,,2.397895273
2012-13,Northern,60929/05,,,,,,,,,,,,,1,,
2012-13,Northern,60929/06,2,1,1,,,1,,,,,,,1,,1.791759469
2012-13,Northern,60929/07,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Northern,60929/08,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Northern,60929/09,,,,,1,,,1,2,,,,1,,1.609437912
2012-13,Northern,60929/10,2,,,,1,,,,1,1,,,1,,1.791759469
2012-13,Northern,60929/11,,1,1,,,1,,,,1,1,,1,,1.791759469
2012-13,Northern,60929/12,,,,,1,,,1,,,,1,,,1.098612289
2012-13,Northern,60929/13,2,,,1,1,1,1,,2,1,2,,1,,2.48490665
2012-13,Northern,60929/14,,,,1,1,1,,,1,1,,1,1,,1.945910149
2012-13,Northern,60929/15,1,1,,,2,,,3,1,,,,1,,2.197224577
2012-13,Northern,60930/01,,1,1,,,,1,,,,,,,1,1.386294361
2012-13,Northern,60930/02,,2,,1,1,1,,2,,3,,,1,,2.397895273
2012-13,Northern,60930/03,,1,,,1,,,,1,,,,1,,1.386294361
2012-13,Northern,60930/04,,,,1,,,,,,,,1,,,0.6931471806
2012-13,Northern,60930/05,1,3,,,1,,,,,,,1,,,1.791759469
2012-13,Northern,60930/06,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Northern,60930/07,,,,,,1,,1,2,1,,,1,,1.791759469
2012-13,Northern,60930/08,1,1,,,1,,,,1,,,,1,,1.609437912
2012-13,Northern,60930/09,,,1,,,1,,,2,,1,,1,,1.791759469
2012-13,Northern,60930/10,1,,,,,1,,,2,,1,,1,,1.791759469
2012-13,Northern,60930/11,,,,,1,,,,,,,1,,,0.6931471806
2012-13,Northern,60930/12,1,1,,,2,,,,,,,,1,,1.609437912
2012-13,Northern,60930/13,,,,1,,,1,,,2,,,,1,1.609437912
2012-13,Northern,60930/14,1,,,,1,,,1,1,,,,1,,1.609437912
2012-13,Northern,60930/15,2,,,,1,,,,1,,,,1,,1.609437912
2012-13,Northern,60931/01,1,,,,1,,,,2,,,,1,,1.609437912
2012-13,Northern,60931/02,2,1,1,2,1,2,1,1,1,,1,1,,1,2.708050201
2012-13,Northern,60931/03,1,2,,1,1,2,,,1,2,2,1,,1,2.63905733
2012-13,Northern,60931/04,1,1,1,,1,2,,2,1,1,,,,1,2.397895273
2012-13,Northern,60931/05,,,,,,1,,,1,1,1,1,,1,1.791759469
2012-13,Northern,60931/06,,,,,1,2,,,,,,1,,,1.386294361
2012-13,Northern,60931/07,1,2,1,,1,2,,1,2,2,1,,1,,2.63905733
2012-13,Northern,60931/08,1,1,,,1,,,,1,,,,1,,1.609437912
2012-13,Northern,60931/09,,1,,,1,,,1,1,,,1,,,1.609437912
2012-13,Northern,60931/10,,3,2,1,,2,,2,2,,1,,,1,2.63905733
2012-13,Northern,60931/11,,,,,,,2,,,,,1,1,,1.386294361
2012-13,Northern,60931/12,1,,,,1,,1,1,,,,1,,,1.609437912
2012-13,Northern,60931/13,,,1,,,,1,,,1,1,2,,1,1.945910149
2012-13,Northern,60931/14,,,,,1,1,,2,2,2,2,,1,,2.397895273
